method,row_index,date,metric,uniform_loss,intercept_loss,slopes_loss,weighted_loss,total,intercept_at_uniform_slopes,slopes_at_uniform_intercept,intercept_at_weighted_slopes,slopes_at_weighted_intercept,interaction,symmetric_intercept,symmetric_slopes
learned_vol_interaction,3710,2026-05-15,brier,0.1572431533806239,0.14174126803485226,0.15708258491694693,0.14187434258326426,-0.015368810797359633,-0.015501885345771627,-0.00016056846367695776,-0.015208242333682676,0.0001330745484119933,0.00029364301208895105,-0.015355063839727151,-1.3746957632482237e-05
learned_vol_interaction,3715,2026-05-22,direction_error,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
learned_vol_interaction,3715,2026-05-22,brier,0.2822818056145382,0.2593371286033059,0.30466527872931465,0.2809645989272458,-0.0013172066872924049,-0.022944677011232317,0.022383473114776453,-0.023700679802068858,0.021627470323939912,-0.0007560027908365408,-0.023322678406650588,0.022005471719358183
learned_vol_interaction,3720,2026-05-29,direction_error,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
learned_vol_interaction,3720,2026-05-29,brier,0.21930910912534754,0.2409685496491918,0.21884281265092698,0.24046737289229503,0.021158263766947488,0.021659440523844248,-0.0004662964744205633,0.02162456024136805,-0.0005011767568967596,-3.4880282476196234e-05,0.02164200038260615,-0.00048373661565866144
learned_vol_interaction,3725,2026-06-05,direction_error,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
learned_vol_interaction,3725,2026-06-05,brier,0.3272249170948177,0.30205786816695607,0.3061965723176236,0.2818736835378027,-0.045351233557015036,-0.025167048927861646,-0.02102834477719412,-0.024322888779820917,-0.02018418462915339,0.000844160148040729,-0.02474496885384128,-0.020606264703173754
learned_vol_interaction,3730,2026-06-12,direction_error,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
learned_vol_interaction,3730,2026-06-12,brier,0.37075905916129304,0.3449309953249134,0.3342799021157185,0.3097633495931162,-0.06099570956817685,-0.025828063836379644,-0.03647915704557453,-0.02451655252260232,-0.035167645731797204,0.0013115113137773249,-0.025172308179490982,-0.035823401388685866
learned_vol_interaction,3739,2026-06-26,direction_error,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
