origin_id,event_id,source_cutoff,method,state,row_index,date,joint_completed,arrival_rank,signal_precedes_or_equals_source,maturity_age_days
2025-04-30:learned_order_offset:negative_low,2025-04-30:negative_low,2025-04-30,learned_order_offset,negative_low,3464,2025-05-09,2025-05-19,1,False,19
2025-04-30:learned_order_offset:negative_low,2025-04-30:negative_low,2025-04-30,learned_order_offset,negative_low,3469,2025-05-16,2025-05-26,2,False,26
2025-04-30:learned_order_offset:negative_low,2025-04-30:negative_low,2025-04-30,learned_order_offset,negative_low,3474,2025-05-23,2025-06-03,3,False,34
2025-04-30:learned_order_offset:negative_low,2025-04-30:negative_low,2025-04-30,learned_order_offset,negative_low,3479,2025-05-30,2025-06-09,4,False,40
2025-04-30:learned_order_offset:negative_low,2025-04-30:negative_low,2025-04-30,learned_order_offset,negative_low,3483,2025-06-06,2025-06-16,5,False,47
2025-04-30:learned_order_offset:negative_low,2025-04-30:negative_low,2025-04-30,learned_order_offset,negative_low,3488,2025-06-13,2025-06-23,6,False,54
2025-04-30:learned_order_offset:negative_low,2025-04-30:negative_low,2025-04-30,learned_order_offset,negative_low,3493,2025-06-20,2025-06-30,7,False,61
2025-04-30:learned_vol_interaction:negative_low,2025-04-30:negative_low,2025-04-30,learned_vol_interaction,negative_low,3464,2025-05-09,2025-05-19,1,False,19
2025-04-30:learned_vol_interaction:negative_low,2025-04-30:negative_low,2025-04-30,learned_vol_interaction,negative_low,3469,2025-05-16,2025-05-26,2,False,26
2025-04-30:learned_vol_interaction:negative_low,2025-04-30:negative_low,2025-04-30,learned_vol_interaction,negative_low,3474,2025-05-23,2025-06-03,3,False,34
2025-04-30:learned_vol_interaction:negative_low,2025-04-30:negative_low,2025-04-30,learned_vol_interaction,negative_low,3479,2025-05-30,2025-06-09,4,False,40
2025-04-30:learned_vol_interaction:negative_low,2025-04-30:negative_low,2025-04-30,learned_vol_interaction,negative_low,3483,2025-06-06,2025-06-16,5,False,47
2025-04-30:learned_vol_interaction:negative_low,2025-04-30:negative_low,2025-04-30,learned_vol_interaction,negative_low,3488,2025-06-13,2025-06-23,6,False,54
2025-04-30:learned_vol_interaction:negative_low,2025-04-30:negative_low,2025-04-30,learned_vol_interaction,negative_low,3493,2025-06-20,2025-06-30,7,False,61
2025-05-31:learned_order_extension:negative_low,2025-05-31:negative_low,2025-05-31,learned_order_extension,negative_low,3474,2025-05-23,2025-06-03,1,True,3
2025-05-31:learned_order_extension:negative_low,2025-05-31:negative_low,2025-05-31,learned_order_extension,negative_low,3479,2025-05-30,2025-06-09,2,True,9
2025-05-31:learned_order_extension:negative_low,2025-05-31:negative_low,2025-05-31,learned_order_extension,negative_low,3483,2025-06-06,2025-06-16,3,False,16
2025-05-31:learned_order_extension:negative_low,2025-05-31:negative_low,2025-05-31,learned_order_extension,negative_low,3488,2025-06-13,2025-06-23,4,False,23
2025-05-31:learned_order_extension:negative_low,2025-05-31:negative_low,2025-05-31,learned_order_extension,negative_low,3493,2025-06-20,2025-06-30,5,False,30
2025-05-31:learned_order_offset:negative_low,2025-05-31:negative_low,2025-05-31,learned_order_offset,negative_low,3474,2025-05-23,2025-06-03,1,True,3
2025-05-31:learned_order_offset:negative_low,2025-05-31:negative_low,2025-05-31,learned_order_offset,negative_low,3479,2025-05-30,2025-06-09,2,True,9
2025-05-31:learned_order_offset:negative_low,2025-05-31:negative_low,2025-05-31,learned_order_offset,negative_low,3483,2025-06-06,2025-06-16,3,False,16
2025-05-31:learned_order_offset:negative_low,2025-05-31:negative_low,2025-05-31,learned_order_offset,negative_low,3488,2025-06-13,2025-06-23,4,False,23
2025-05-31:learned_order_offset:negative_low,2025-05-31:negative_low,2025-05-31,learned_order_offset,negative_low,3493,2025-06-20,2025-06-30,5,False,30
2025-08-31:learned_market:nonnegative_low,2025-08-31:nonnegative_low,2025-08-31,learned_market,nonnegative_low,3538,2025-08-22,2025-09-01,1,True,1
2025-08-31:learned_market:nonnegative_low,2025-08-31:nonnegative_low,2025-08-31,learned_market,nonnegative_low,3543,2025-08-29,2025-09-08,2,True,8
2025-08-31:learned_order_extension:nonnegative_low,2025-08-31:nonnegative_low,2025-08-31,learned_order_extension,nonnegative_low,3538,2025-08-22,2025-09-01,1,True,1
2025-08-31:learned_order_extension:nonnegative_low,2025-08-31:nonnegative_low,2025-08-31,learned_order_extension,nonnegative_low,3543,2025-08-29,2025-09-08,2,True,8
2025-08-31:learned_order_offset:nonnegative_low,2025-08-31:nonnegative_low,2025-08-31,learned_order_offset,nonnegative_low,3538,2025-08-22,2025-09-01,1,True,1
2025-08-31:learned_order_offset:nonnegative_low,2025-08-31:nonnegative_low,2025-08-31,learned_order_offset,nonnegative_low,3543,2025-08-29,2025-09-08,2,True,8
2025-08-31:learned_vol_interaction:nonnegative_low,2025-08-31:nonnegative_low,2025-08-31,learned_vol_interaction,nonnegative_low,3538,2025-08-22,2025-09-01,1,True,1
2025-08-31:learned_vol_interaction:nonnegative_low,2025-08-31:nonnegative_low,2025-08-31,learned_vol_interaction,nonnegative_low,3543,2025-08-29,2025-09-08,2,True,8
2025-10-31:learned_market:nonnegative_high,2025-10-31:nonnegative_high,2025-10-31,learned_market,nonnegative_high,3577,2025-10-24,2025-11-03,1,True,3
2025-10-31:learned_market:nonnegative_high,2025-10-31:nonnegative_high,2025-10-31,learned_market,nonnegative_high,3582,2025-10-31,2025-11-10,2,True,10
2025-10-31:learned_market:nonnegative_high,2025-10-31:nonnegative_high,2025-10-31,learned_market,nonnegative_high,3587,2025-11-07,2025-11-17,3,False,17
2025-10-31:learned_market:nonnegative_high,2025-10-31:nonnegative_high,2025-10-31,learned_market,nonnegative_high,3597,2025-11-21,2025-12-01,4,False,31
2025-10-31:learned_order_extension:nonnegative_high,2025-10-31:nonnegative_high,2025-10-31,learned_order_extension,nonnegative_high,3577,2025-10-24,2025-11-03,1,True,3
2025-10-31:learned_order_extension:nonnegative_high,2025-10-31:nonnegative_high,2025-10-31,learned_order_extension,nonnegative_high,3582,2025-10-31,2025-11-10,2,True,10
2025-10-31:learned_order_extension:nonnegative_high,2025-10-31:nonnegative_high,2025-10-31,learned_order_extension,nonnegative_high,3587,2025-11-07,2025-11-17,3,False,17
2025-10-31:learned_order_extension:nonnegative_high,2025-10-31:nonnegative_high,2025-10-31,learned_order_extension,nonnegative_high,3597,2025-11-21,2025-12-01,4,False,31
2025-10-31:learned_order_offset:nonnegative_high,2025-10-31:nonnegative_high,2025-10-31,learned_order_offset,nonnegative_high,3577,2025-10-24,2025-11-03,1,True,3
2025-10-31:learned_order_offset:nonnegative_high,2025-10-31:nonnegative_high,2025-10-31,learned_order_offset,nonnegative_high,3582,2025-10-31,2025-11-10,2,True,10
2025-10-31:learned_order_offset:nonnegative_high,2025-10-31:nonnegative_high,2025-10-31,learned_order_offset,nonnegative_high,3587,2025-11-07,2025-11-17,3,False,17
2025-10-31:learned_order_offset:nonnegative_high,2025-10-31:nonnegative_high,2025-10-31,learned_order_offset,nonnegative_high,3597,2025-11-21,2025-12-01,4,False,31
2025-10-31:learned_vol_interaction:nonnegative_high,2025-10-31:nonnegative_high,2025-10-31,learned_vol_interaction,nonnegative_high,3577,2025-10-24,2025-11-03,1,True,3
2025-10-31:learned_vol_interaction:nonnegative_high,2025-10-31:nonnegative_high,2025-10-31,learned_vol_interaction,nonnegative_high,3582,2025-10-31,2025-11-10,2,True,10
2025-10-31:learned_vol_interaction:nonnegative_high,2025-10-31:nonnegative_high,2025-10-31,learned_vol_interaction,nonnegative_high,3587,2025-11-07,2025-11-17,3,False,17
2025-10-31:learned_vol_interaction:nonnegative_high,2025-10-31:nonnegative_high,2025-10-31,learned_vol_interaction,nonnegative_high,3597,2025-11-21,2025-12-01,4,False,31
2025-11-30:learned_market:nonnegative_high,2025-11-30:nonnegative_high,2025-11-30,learned_market,nonnegative_high,3597,2025-11-21,2025-12-01,1,True,1
2025-11-30:learned_order_extension:nonnegative_high,2025-11-30:nonnegative_high,2025-11-30,learned_order_extension,nonnegative_high,3597,2025-11-21,2025-12-01,1,True,1
2025-11-30:learned_order_offset:nonnegative_high,2025-11-30:nonnegative_high,2025-11-30,learned_order_offset,nonnegative_high,3597,2025-11-21,2025-12-01,1,True,1
2025-11-30:learned_vol_interaction:nonnegative_high,2025-11-30:nonnegative_high,2025-11-30,learned_vol_interaction,nonnegative_high,3597,2025-11-21,2025-12-01,1,True,1
2026-06-30:learned_market:nonnegative_high,2026-06-30:nonnegative_high,2026-06-30,learned_market,nonnegative_high,3739,2026-06-26,2026-07-06,1,True,6
2026-06-30:learned_market:nonnegative_high,2026-06-30:nonnegative_high,2026-06-30,learned_market,nonnegative_high,3744,2026-07-03,2026-07-13,2,False,13
2026-06-30:learned_market:nonnegative_high,2026-06-30:nonnegative_high,2026-06-30,learned_market,nonnegative_high,3749,2026-07-10,2026-07-20,3,False,20
2026-06-30:learned_vol_interaction:nonnegative_high,2026-06-30:nonnegative_high,2026-06-30,learned_vol_interaction,nonnegative_high,3739,2026-06-26,2026-07-06,1,True,6
2026-06-30:learned_vol_interaction:nonnegative_high,2026-06-30:nonnegative_high,2026-06-30,learned_vol_interaction,nonnegative_high,3744,2026-07-03,2026-07-13,2,False,13
2026-06-30:learned_vol_interaction:nonnegative_high,2026-06-30:nonnegative_high,2026-06-30,learned_vol_interaction,nonnegative_high,3749,2026-07-10,2026-07-20,3,False,20
