origin_id,event_id,source_cutoff,method,state,expiry,source_year,source_training_n,source_validation_n,horizon_days,planned_checkpoints,planned_preexpiry_checkpoints,view,classification,first_ready_decision,first_preexpiry_ready_decision,fifth_maturity_date,days_until_preexpiry_ready,days_remaining_at_preexpiry_ready,horizon_complete,observed_checkpoints,observed_preexpiry_checkpoints,last_observed_checkpoint,last_observed_n,expiry_n,observed_followup_all_state_weeks,observed_followup_same_state_weeks,followup_observation_censored
2024-10-31:learned_order_offset:negative_low,2024-10-31:negative_low,2024-10-31,learned_order_offset,negative_low,2024-12-31,2024,32,9,61,2,1,cumulative,not_reached_by_expiry,,,,,,True,2,1,2024-12-31,0,0.0,0,0,False
2024-10-31:learned_order_offset:negative_low,2024-10-31:negative_low,2024-10-31,learned_order_offset,negative_low,2024-12-31,2024,32,9,61,2,1,rolling13,not_reached_by_expiry,,,,,,True,2,1,2024-12-31,0,0.0,0,0,False
2024-10-31:learned_vol_interaction:negative_low,2024-10-31:negative_low,2024-10-31,learned_vol_interaction,negative_low,2024-12-31,2024,32,9,61,2,1,cumulative,not_reached_by_expiry,,,,,,True,2,1,2024-12-31,0,0.0,0,0,False
2024-10-31:learned_vol_interaction:negative_low,2024-10-31:negative_low,2024-10-31,learned_vol_interaction,negative_low,2024-12-31,2024,32,9,61,2,1,rolling13,not_reached_by_expiry,,,,,,True,2,1,2024-12-31,0,0.0,0,0,False
2024-11-30:learned_order_extension:negative_low,2024-11-30:negative_low,2024-11-30,learned_order_extension,negative_low,2024-12-31,2024,32,6,31,1,0,cumulative,not_reached_by_expiry,,,,,,True,1,0,2024-12-31,0,0.0,0,0,False
2024-11-30:learned_order_extension:negative_low,2024-11-30:negative_low,2024-11-30,learned_order_extension,negative_low,2024-12-31,2024,32,6,31,1,0,rolling13,not_reached_by_expiry,,,,,,True,1,0,2024-12-31,0,0.0,0,0,False
2024-11-30:learned_order_offset:negative_low,2024-11-30:negative_low,2024-11-30,learned_order_offset,negative_low,2024-12-31,2024,32,6,31,1,0,cumulative,not_reached_by_expiry,,,,,,True,1,0,2024-12-31,0,0.0,0,0,False
2024-11-30:learned_order_offset:negative_low,2024-11-30:negative_low,2024-11-30,learned_order_offset,negative_low,2024-12-31,2024,32,6,31,1,0,rolling13,not_reached_by_expiry,,,,,,True,1,0,2024-12-31,0,0.0,0,0,False
2025-04-30:learned_market:negative_low,2025-04-30:negative_low,2025-04-30,learned_market,negative_low,2025-06-30,2025,22,6,61,2,1,cumulative,reached_only_at_expiry,2025-06-30,,2025-06-16,,,True,2,1,2025-06-30,7,7.0,0,0,False
2025-04-30:learned_market:negative_low,2025-04-30:negative_low,2025-04-30,learned_market,negative_low,2025-06-30,2025,22,6,61,2,1,rolling13,reached_only_at_expiry,2025-06-30,,,,,True,2,1,2025-06-30,7,7.0,0,0,False
2025-04-30:learned_order_extension:negative_low,2025-04-30:negative_low,2025-04-30,learned_order_extension,negative_low,2025-06-30,2025,22,6,61,2,1,cumulative,reached_only_at_expiry,2025-06-30,,2025-06-16,,,True,2,1,2025-06-30,7,7.0,0,0,False
2025-04-30:learned_order_extension:negative_low,2025-04-30:negative_low,2025-04-30,learned_order_extension,negative_low,2025-06-30,2025,22,6,61,2,1,rolling13,reached_only_at_expiry,2025-06-30,,,,,True,2,1,2025-06-30,7,7.0,0,0,False
2025-04-30:learned_order_offset:negative_low,2025-04-30:negative_low,2025-04-30,learned_order_offset,negative_low,2025-06-30,2025,22,6,61,2,1,cumulative,reached_only_at_expiry,2025-06-30,,2025-06-16,,,True,2,1,2025-06-30,7,7.0,0,0,False
2025-04-30:learned_order_offset:negative_low,2025-04-30:negative_low,2025-04-30,learned_order_offset,negative_low,2025-06-30,2025,22,6,61,2,1,rolling13,reached_only_at_expiry,2025-06-30,,,,,True,2,1,2025-06-30,7,7.0,0,0,False
2025-04-30:learned_vol_interaction:negative_low,2025-04-30:negative_low,2025-04-30,learned_vol_interaction,negative_low,2025-06-30,2025,22,6,61,2,1,cumulative,reached_only_at_expiry,2025-06-30,,2025-06-16,,,True,2,1,2025-06-30,7,7.0,0,0,False
2025-04-30:learned_vol_interaction:negative_low,2025-04-30:negative_low,2025-04-30,learned_vol_interaction,negative_low,2025-06-30,2025,22,6,61,2,1,rolling13,reached_only_at_expiry,2025-06-30,,,,,True,2,1,2025-06-30,7,7.0,0,0,False
2025-05-31:learned_order_extension:negative_low,2025-05-31:negative_low,2025-05-31,learned_order_extension,negative_low,2025-06-30,2025,19,8,30,1,0,cumulative,reached_only_at_expiry,2025-06-30,,2025-06-30,,,True,1,0,2025-06-30,5,5.0,0,0,False
2025-05-31:learned_order_extension:negative_low,2025-05-31:negative_low,2025-05-31,learned_order_extension,negative_low,2025-06-30,2025,19,8,30,1,0,rolling13,reached_only_at_expiry,2025-06-30,,,,,True,1,0,2025-06-30,5,5.0,0,0,False
2025-05-31:learned_order_offset:negative_low,2025-05-31:negative_low,2025-05-31,learned_order_offset,negative_low,2025-06-30,2025,19,8,30,1,0,cumulative,reached_only_at_expiry,2025-06-30,,2025-06-30,,,True,1,0,2025-06-30,5,5.0,0,0,False
2025-05-31:learned_order_offset:negative_low,2025-05-31:negative_low,2025-05-31,learned_order_offset,negative_low,2025-06-30,2025,19,8,30,1,0,rolling13,reached_only_at_expiry,2025-06-30,,,,,True,1,0,2025-06-30,5,5.0,0,0,False
2025-06-30:learned_market:negative_low,2025-06-30:negative_low,2025-06-30,learned_market,negative_low,2025-09-30,2025,18,9,92,3,2,cumulative,not_reached_by_expiry,,,,,,True,3,2,2025-09-30,0,0.0,0,0,False
2025-06-30:learned_market:negative_low,2025-06-30:negative_low,2025-06-30,learned_market,negative_low,2025-09-30,2025,18,9,92,3,2,rolling13,not_reached_by_expiry,,,,,,True,3,2,2025-09-30,0,0.0,0,0,False
2025-06-30:learned_order_extension:negative_low,2025-06-30:negative_low,2025-06-30,learned_order_extension,negative_low,2025-09-30,2025,18,9,92,3,2,cumulative,not_reached_by_expiry,,,,,,True,3,2,2025-09-30,0,0.0,0,0,False
2025-06-30:learned_order_extension:negative_low,2025-06-30:negative_low,2025-06-30,learned_order_extension,negative_low,2025-09-30,2025,18,9,92,3,2,rolling13,not_reached_by_expiry,,,,,,True,3,2,2025-09-30,0,0.0,0,0,False
2025-06-30:learned_order_offset:negative_low,2025-06-30:negative_low,2025-06-30,learned_order_offset,negative_low,2025-09-30,2025,18,9,92,3,2,cumulative,not_reached_by_expiry,,,,,,True,3,2,2025-09-30,0,0.0,0,0,False
2025-06-30:learned_order_offset:negative_low,2025-06-30:negative_low,2025-06-30,learned_order_offset,negative_low,2025-09-30,2025,18,9,92,3,2,rolling13,not_reached_by_expiry,,,,,,True,3,2,2025-09-30,0,0.0,0,0,False
2025-06-30:learned_vol_interaction:negative_low,2025-06-30:negative_low,2025-06-30,learned_vol_interaction,negative_low,2025-09-30,2025,18,9,92,3,2,cumulative,not_reached_by_expiry,,,,,,True,3,2,2025-09-30,0,0.0,0,0,False
2025-06-30:learned_vol_interaction:negative_low,2025-06-30:negative_low,2025-06-30,learned_vol_interaction,negative_low,2025-09-30,2025,18,9,92,3,2,rolling13,not_reached_by_expiry,,,,,,True,3,2,2025-09-30,0,0.0,0,0,False
2025-08-31:learned_market:nonnegative_low,2025-08-31:nonnegative_low,2025-08-31,learned_market,nonnegative_low,2025-09-30,2025,13,8,30,1,0,cumulative,not_reached_by_expiry,,,,,,True,1,0,2025-09-30,2,2.0,0,0,False
2025-08-31:learned_market:nonnegative_low,2025-08-31:nonnegative_low,2025-08-31,learned_market,nonnegative_low,2025-09-30,2025,13,8,30,1,0,rolling13,not_reached_by_expiry,,,,,,True,1,0,2025-09-30,2,2.0,0,0,False
2025-08-31:learned_order_extension:nonnegative_low,2025-08-31:nonnegative_low,2025-08-31,learned_order_extension,nonnegative_low,2025-09-30,2025,13,8,30,1,0,cumulative,not_reached_by_expiry,,,,,,True,1,0,2025-09-30,2,2.0,0,0,False
2025-08-31:learned_order_extension:nonnegative_low,2025-08-31:nonnegative_low,2025-08-31,learned_order_extension,nonnegative_low,2025-09-30,2025,13,8,30,1,0,rolling13,not_reached_by_expiry,,,,,,True,1,0,2025-09-30,2,2.0,0,0,False
2025-08-31:learned_order_offset:nonnegative_low,2025-08-31:nonnegative_low,2025-08-31,learned_order_offset,nonnegative_low,2025-09-30,2025,13,8,30,1,0,cumulative,not_reached_by_expiry,,,,,,True,1,0,2025-09-30,2,2.0,0,0,False
2025-08-31:learned_order_offset:nonnegative_low,2025-08-31:nonnegative_low,2025-08-31,learned_order_offset,nonnegative_low,2025-09-30,2025,13,8,30,1,0,rolling13,not_reached_by_expiry,,,,,,True,1,0,2025-09-30,2,2.0,0,0,False
2025-08-31:learned_vol_interaction:nonnegative_low,2025-08-31:nonnegative_low,2025-08-31,learned_vol_interaction,nonnegative_low,2025-09-30,2025,13,8,30,1,0,cumulative,not_reached_by_expiry,,,,,,True,1,0,2025-09-30,2,2.0,0,0,False
2025-08-31:learned_vol_interaction:nonnegative_low,2025-08-31:nonnegative_low,2025-08-31,learned_vol_interaction,nonnegative_low,2025-09-30,2025,13,8,30,1,0,rolling13,not_reached_by_expiry,,,,,,True,1,0,2025-09-30,2,2.0,0,0,False
2025-10-31:learned_market:nonnegative_high,2025-10-31:nonnegative_high,2025-10-31,learned_market,nonnegative_high,2025-12-31,2025,11,6,61,2,1,cumulative,not_reached_by_expiry,,,,,,True,2,1,2025-12-31,4,4.0,0,0,False
2025-10-31:learned_market:nonnegative_high,2025-10-31:nonnegative_high,2025-10-31,learned_market,nonnegative_high,2025-12-31,2025,11,6,61,2,1,rolling13,not_reached_by_expiry,,,,,,True,2,1,2025-12-31,4,4.0,0,0,False
2025-10-31:learned_order_extension:nonnegative_high,2025-10-31:nonnegative_high,2025-10-31,learned_order_extension,nonnegative_high,2025-12-31,2025,11,6,61,2,1,cumulative,not_reached_by_expiry,,,,,,True,2,1,2025-12-31,4,4.0,0,0,False
2025-10-31:learned_order_extension:nonnegative_high,2025-10-31:nonnegative_high,2025-10-31,learned_order_extension,nonnegative_high,2025-12-31,2025,11,6,61,2,1,rolling13,not_reached_by_expiry,,,,,,True,2,1,2025-12-31,4,4.0,0,0,False
2025-10-31:learned_order_offset:nonnegative_high,2025-10-31:nonnegative_high,2025-10-31,learned_order_offset,nonnegative_high,2025-12-31,2025,11,6,61,2,1,cumulative,not_reached_by_expiry,,,,,,True,2,1,2025-12-31,4,4.0,0,0,False
2025-10-31:learned_order_offset:nonnegative_high,2025-10-31:nonnegative_high,2025-10-31,learned_order_offset,nonnegative_high,2025-12-31,2025,11,6,61,2,1,rolling13,not_reached_by_expiry,,,,,,True,2,1,2025-12-31,4,4.0,0,0,False
2025-10-31:learned_vol_interaction:nonnegative_high,2025-10-31:nonnegative_high,2025-10-31,learned_vol_interaction,nonnegative_high,2025-12-31,2025,11,6,61,2,1,cumulative,not_reached_by_expiry,,,,,,True,2,1,2025-12-31,4,4.0,0,0,False
2025-10-31:learned_vol_interaction:nonnegative_high,2025-10-31:nonnegative_high,2025-10-31,learned_vol_interaction,nonnegative_high,2025-12-31,2025,11,6,61,2,1,rolling13,not_reached_by_expiry,,,,,,True,2,1,2025-12-31,4,4.0,0,0,False
2025-11-30:learned_market:nonnegative_high,2025-11-30:nonnegative_high,2025-11-30,learned_market,nonnegative_high,2025-12-31,2025,11,9,31,1,0,cumulative,not_reached_by_expiry,,,,,,True,1,0,2025-12-31,1,1.0,0,0,False
2025-11-30:learned_market:nonnegative_high,2025-11-30:nonnegative_high,2025-11-30,learned_market,nonnegative_high,2025-12-31,2025,11,9,31,1,0,rolling13,not_reached_by_expiry,,,,,,True,1,0,2025-12-31,1,1.0,0,0,False
2025-11-30:learned_order_extension:nonnegative_high,2025-11-30:nonnegative_high,2025-11-30,learned_order_extension,nonnegative_high,2025-12-31,2025,11,9,31,1,0,cumulative,not_reached_by_expiry,,,,,,True,1,0,2025-12-31,1,1.0,0,0,False
2025-11-30:learned_order_extension:nonnegative_high,2025-11-30:nonnegative_high,2025-11-30,learned_order_extension,nonnegative_high,2025-12-31,2025,11,9,31,1,0,rolling13,not_reached_by_expiry,,,,,,True,1,0,2025-12-31,1,1.0,0,0,False
2025-11-30:learned_order_offset:nonnegative_high,2025-11-30:nonnegative_high,2025-11-30,learned_order_offset,nonnegative_high,2025-12-31,2025,11,9,31,1,0,cumulative,not_reached_by_expiry,,,,,,True,1,0,2025-12-31,1,1.0,0,0,False
2025-11-30:learned_order_offset:nonnegative_high,2025-11-30:nonnegative_high,2025-11-30,learned_order_offset,nonnegative_high,2025-12-31,2025,11,9,31,1,0,rolling13,not_reached_by_expiry,,,,,,True,1,0,2025-12-31,1,1.0,0,0,False
2025-11-30:learned_vol_interaction:nonnegative_high,2025-11-30:nonnegative_high,2025-11-30,learned_vol_interaction,nonnegative_high,2025-12-31,2025,11,9,31,1,0,cumulative,not_reached_by_expiry,,,,,,True,1,0,2025-12-31,1,1.0,0,0,False
2025-11-30:learned_vol_interaction:nonnegative_high,2025-11-30:nonnegative_high,2025-11-30,learned_vol_interaction,nonnegative_high,2025-12-31,2025,11,9,31,1,0,rolling13,not_reached_by_expiry,,,,,,True,1,0,2025-12-31,1,1.0,0,0,False
2026-06-30:learned_market:nonnegative_high,2026-06-30:nonnegative_high,2026-06-30,learned_market,nonnegative_high,2026-09-30,2026,10,5,92,3,2,cumulative,observation_censored,,,,,,False,2,2,2026-08-31,3,,0,0,False
2026-06-30:learned_market:nonnegative_high,2026-06-30:nonnegative_high,2026-06-30,learned_market,nonnegative_high,2026-09-30,2026,10,5,92,3,2,rolling13,observation_censored,,,,,,False,2,2,2026-08-31,3,,0,0,False
2026-06-30:learned_vol_interaction:nonnegative_high,2026-06-30:nonnegative_high,2026-06-30,learned_vol_interaction,nonnegative_high,2026-09-30,2026,10,5,92,3,2,cumulative,observation_censored,,,,,,False,2,2,2026-08-31,3,,0,0,False
2026-06-30:learned_vol_interaction:nonnegative_high,2026-06-30:nonnegative_high,2026-06-30,learned_vol_interaction,nonnegative_high,2026-09-30,2026,10,5,92,3,2,rolling13,observation_censored,,,,,,False,2,2,2026-08-31,3,,0,0,False
2026-07-31:learned_vol_interaction:nonnegative_high,2026-07-31:nonnegative_high,2026-07-31,learned_vol_interaction,nonnegative_high,2026-09-30,2026,11,8,61,2,1,cumulative,observation_censored,,,,,,False,1,1,2026-08-31,0,,0,0,False
2026-07-31:learned_vol_interaction:nonnegative_high,2026-07-31:nonnegative_high,2026-07-31,learned_vol_interaction,nonnegative_high,2026-09-30,2026,11,8,61,2,1,rolling13,observation_censored,,,,,,False,1,1,2026-08-31,0,,0,0,False
