cutoff,method,seed,family,component,coefficient_gap,kkt_violation
2024-06-30,learned_order_offset,20260912,trend,nonnegative,0.0,2.220446049250313e-16
2024-06-30,learned_order_offset,20260912,volatility,low,8.049116928532385e-16,4.440892098500626e-16
2024-09-30,learned_market,20260910,trend,negative,2.7755575615628914e-17,8.881784197001252e-16
2024-09-30,learned_market,20260910,trend,nonnegative,1.0408340855860843e-17,2.220446049250313e-16
2024-09-30,learned_market,20260910,volatility,low,2.220446049250313e-16,0.0
2024-09-30,learned_market,20260911,trend,negative,0.0,4.440892098500626e-16
2024-09-30,learned_market,20260911,trend,nonnegative,6.938893903907228e-18,0.0
2024-09-30,learned_market,20260911,volatility,low,5.551115123125783e-17,8.881784197001252e-16
2024-09-30,learned_market,20260912,trend,negative,4.0245584642661925e-16,4.440892098500626e-16
2024-09-30,learned_market,20260912,trend,nonnegative,5.204170427930421e-18,3.885780586188048e-16
2024-09-30,learned_market,20260912,volatility,low,2.0261570199409107e-15,1.3322676295501878e-15
2024-09-30,learned_vol_interaction,20260910,trend,negative,2.7755575615628914e-17,8.881784197001252e-16
2024-09-30,learned_vol_interaction,20260910,trend,nonnegative,2.0816681711721685e-17,2.7755575615628914e-16
2024-09-30,learned_vol_interaction,20260910,volatility,low,1.3877787807814457e-16,0.0
2024-09-30,learned_vol_interaction,20260911,trend,negative,1.1379786002407855e-15,4.440892098500626e-16
2024-09-30,learned_vol_interaction,20260911,trend,nonnegative,2.0816681711721685e-17,2.220446049250313e-16
2024-09-30,learned_vol_interaction,20260911,volatility,low,5.551115123125783e-17,8.881784197001252e-16
2024-09-30,learned_vol_interaction,20260912,trend,negative,4.440892098500626e-16,0.0
2024-09-30,learned_vol_interaction,20260912,trend,nonnegative,6.071532165918825e-18,1.249000902703301e-16
2024-09-30,learned_vol_interaction,20260912,volatility,low,2.0261570199409107e-15,8.881784197001252e-16
2024-09-30,learned_order_extension,20260910,trend,negative,0.0,0.0
2024-09-30,learned_order_extension,20260910,trend,nonnegative,2.42861286636753e-17,3.885780586188048e-16
2024-09-30,learned_order_extension,20260910,volatility,low,1.6653345369377348e-16,8.881784197001252e-16
2024-09-30,learned_order_extension,20260911,trend,negative,2.7755575615628914e-17,8.881784197001252e-16
2024-09-30,learned_order_extension,20260911,trend,nonnegative,3.469446951953614e-18,1.1102230246251565e-16
2024-09-30,learned_order_extension,20260911,volatility,low,5.551115123125783e-17,8.881784197001252e-16
2024-09-30,learned_order_extension,20260912,trend,negative,5.273559366969494e-16,0.0
2024-09-30,learned_order_extension,20260912,trend,nonnegative,1.5612511283791264e-17,3.885780586188048e-16
2024-09-30,learned_order_extension,20260912,volatility,low,1.8041124150158794e-15,8.881784197001252e-16
2024-09-30,learned_order_offset,20260910,trend,negative,0.0,4.440892098500626e-16
2024-09-30,learned_order_offset,20260910,trend,nonnegative,1.0408340855860843e-17,1.1102230246251565e-16
2024-09-30,learned_order_offset,20260910,volatility,low,1.6653345369377348e-16,8.881784197001252e-16
2024-09-30,learned_order_offset,20260911,trend,negative,2.7755575615628914e-17,8.881784197001252e-16
2024-09-30,learned_order_offset,20260911,trend,nonnegative,2.0816681711721685e-17,4.996003610813204e-16
2024-09-30,learned_order_offset,20260911,volatility,low,5.551115123125783e-17,0.0
2024-09-30,learned_order_offset,20260912,trend,negative,4.85722573273506e-16,8.881784197001252e-16
2024-09-30,learned_order_offset,20260912,trend,nonnegative,0.0,1.1102230246251565e-16
2024-09-30,learned_order_offset,20260912,volatility,low,1.942890293094024e-15,1.3322676295501878e-15
2025-03-31,learned_market,20260910,trend,negative,2.7755575615628914e-17,4.440892098500626e-16
2025-03-31,learned_market,20260910,trend,nonnegative,0.0,4.440892098500626e-16
2025-03-31,learned_market,20260910,volatility,low,2.7755575615628914e-16,8.881784197001252e-16
2025-03-31,learned_market,20260910,volatility,high,2.7755575615628914e-17,1.1102230246251565e-15
2025-03-31,learned_market,20260911,trend,negative,2.7755575615628914e-17,8.881784197001252e-16
2025-03-31,learned_market,20260911,trend,nonnegative,6.938893903907228e-18,6.661338147750939e-16
2025-03-31,learned_market,20260911,volatility,low,1.942890293094024e-16,0.0
2025-03-31,learned_market,20260911,volatility,high,1.3877787807814457e-17,0.0
2025-03-31,learned_market,20260912,trend,negative,2.914335439641036e-16,4.440892098500626e-16
2025-03-31,learned_market,20260912,trend,nonnegative,5.204170427930421e-18,6.661338147750939e-16
2025-03-31,learned_market,20260912,volatility,low,1.7763568394002505e-15,8.881784197001252e-16
2025-03-31,learned_market,20260912,volatility,high,7.632783294297951e-17,5.551115123125783e-16
2025-03-31,learned_vol_interaction,20260910,trend,negative,2.7755575615628914e-17,1.3322676295501878e-15
2025-03-31,learned_vol_interaction,20260910,trend,nonnegative,1.3877787807814457e-17,1.1102230246251565e-16
2025-03-31,learned_vol_interaction,20260910,volatility,low,1.3877787807814457e-16,1.3322676295501878e-15
2025-03-31,learned_vol_interaction,20260910,volatility,high,0.0,0.0
2025-03-31,learned_vol_interaction,20260911,trend,negative,2.7755575615628914e-17,4.440892098500626e-16
2025-03-31,learned_vol_interaction,20260911,trend,nonnegative,6.938893903907228e-18,2.220446049250313e-16
2025-03-31,learned_vol_interaction,20260911,volatility,low,1.3877787807814457e-16,1.3322676295501878e-15
2025-03-31,learned_vol_interaction,20260911,volatility,high,1.3877787807814457e-17,0.0
2025-03-31,learned_vol_interaction,20260912,trend,negative,4.163336342344337e-16,8.881784197001252e-16
2025-03-31,learned_vol_interaction,20260912,trend,nonnegative,6.938893903907228e-18,2.220446049250313e-16
2025-03-31,learned_vol_interaction,20260912,volatility,low,2.0261570199409107e-15,4.440892098500626e-16
2025-03-31,learned_vol_interaction,20260912,volatility,high,3.469446951953614e-17,2.220446049250313e-16
2025-03-31,learned_order_extension,20260910,trend,negative,2.7755575615628914e-17,8.881784197001252e-16
2025-03-31,learned_order_extension,20260910,trend,nonnegative,6.938893903907228e-18,2.220446049250313e-16
2025-03-31,learned_order_extension,20260910,volatility,low,1.3877787807814457e-16,4.440892098500626e-16
2025-03-31,learned_order_extension,20260910,volatility,high,2.7755575615628914e-17,6.661338147750939e-16
2025-03-31,learned_order_extension,20260911,trend,negative,2.7755575615628914e-17,4.440892098500626e-16
2025-03-31,learned_order_extension,20260911,trend,nonnegative,1.3877787807814457e-17,2.220446049250313e-16
2025-03-31,learned_order_extension,20260911,volatility,low,1.6653345369377348e-16,4.440892098500626e-16
2025-03-31,learned_order_extension,20260911,volatility,high,4.163336342344337e-17,6.661338147750939e-16
2025-03-31,learned_order_extension,20260912,trend,negative,9.71445146547012e-17,0.0
2025-03-31,learned_order_extension,20260912,trend,nonnegative,6.938893903907228e-18,0.0
2025-03-31,learned_order_extension,20260912,volatility,low,1.3322676295501878e-15,0.0
2025-03-31,learned_order_extension,20260912,volatility,high,1.3877787807814457e-17,2.220446049250313e-16
2025-03-31,learned_order_offset,20260910,trend,negative,0.0,0.0
2025-03-31,learned_order_offset,20260910,trend,nonnegative,6.938893903907228e-18,0.0
2025-03-31,learned_order_offset,20260910,volatility,low,1.6653345369377348e-16,4.440892098500626e-16
2025-03-31,learned_order_offset,20260910,volatility,high,4.163336342344337e-17,6.661338147750939e-16
2025-03-31,learned_order_offset,20260911,trend,negative,0.0,4.440892098500626e-16
2025-03-31,learned_order_offset,20260911,trend,nonnegative,6.938893903907228e-18,0.0
2025-03-31,learned_order_offset,20260911,volatility,low,1.6653345369377348e-16,4.440892098500626e-16
2025-03-31,learned_order_offset,20260911,volatility,high,2.7755575615628914e-17,4.440892098500626e-16
2025-03-31,learned_order_offset,20260912,trend,negative,9.71445146547012e-17,8.881784197001252e-16
2025-03-31,learned_order_offset,20260912,trend,nonnegative,1.3877787807814457e-17,4.440892098500626e-16
2025-03-31,learned_order_offset,20260912,volatility,low,1.2212453270876722e-15,0.0
2025-03-31,learned_order_offset,20260912,volatility,high,1.3877787807814457e-17,4.440892098500626e-16
2025-06-30,learned_market,20260910,trend,negative,6.938893903907228e-18,0.0
2025-06-30,learned_market,20260910,trend,nonnegative,6.938893903907228e-18,2.220446049250313e-16
2025-06-30,learned_market,20260910,volatility,low,1.1102230246251565e-16,3.885780586188048e-16
2025-06-30,learned_market,20260910,volatility,high,0.0,4.440892098500626e-16
2025-06-30,learned_market,20260911,trend,negative,2.7755575615628914e-17,6.661338147750939e-16
2025-06-30,learned_market,20260911,trend,nonnegative,2.42861286636753e-17,9.992007221626409e-16
2025-06-30,learned_market,20260911,volatility,low,6.938893903907228e-18,0.0
2025-06-30,learned_market,20260911,volatility,high,1.3877787807814457e-17,0.0
2025-06-30,learned_market,20260912,trend,negative,1.734723475976807e-17,0.0
2025-06-30,learned_market,20260912,trend,nonnegative,1.9081958235744878e-17,2.220446049250313e-16
2025-06-30,learned_market,20260912,volatility,low,9.020562075079397e-17,3.885780586188048e-16
2025-06-30,learned_market,20260912,volatility,high,1.249000902703301e-16,4.440892098500626e-16
2025-06-30,learned_vol_interaction,20260910,trend,negative,6.938893903907228e-18,1.1102230246251565e-16
2025-06-30,learned_vol_interaction,20260910,trend,nonnegative,2.7755575615628914e-17,4.440892098500626e-16
2025-06-30,learned_vol_interaction,20260910,volatility,low,6.245004513516506e-17,2.220446049250313e-16
2025-06-30,learned_vol_interaction,20260910,volatility,high,2.7755575615628914e-17,4.440892098500626e-16
2025-06-30,learned_vol_interaction,20260911,trend,negative,6.938893903907228e-18,4.440892098500626e-16
2025-06-30,learned_vol_interaction,20260911,trend,nonnegative,1.734723475976807e-17,2.220446049250313e-16
2025-06-30,learned_vol_interaction,20260911,volatility,low,0.0,5.551115123125783e-16
2025-06-30,learned_vol_interaction,20260911,volatility,high,2.7755575615628914e-17,4.440892098500626e-16
2025-06-30,learned_vol_interaction,20260912,trend,negative,0.0,5.551115123125783e-17
2025-06-30,learned_vol_interaction,20260912,trend,nonnegative,0.0,1.6653345369377348e-16
2025-06-30,learned_vol_interaction,20260912,volatility,low,1.0061396160665481e-16,3.885780586188048e-16
2025-06-30,learned_vol_interaction,20260912,volatility,high,9.71445146547012e-17,4.440892098500626e-16
2025-06-30,learned_order_extension,20260910,trend,negative,6.938893903907228e-18,2.220446049250313e-16
2025-06-30,learned_order_extension,20260910,trend,nonnegative,0.0,2.220446049250313e-16
2025-06-30,learned_order_extension,20260910,volatility,low,7.979727989493313e-17,6.661338147750939e-16
2025-06-30,learned_order_extension,20260910,volatility,high,1.3877787807814457e-17,8.881784197001252e-16
2025-06-30,learned_order_extension,20260911,trend,negative,0.0,2.220446049250313e-16
2025-06-30,learned_order_extension,20260911,trend,nonnegative,1.3877787807814457e-17,3.3306690738754696e-16
2025-06-30,learned_order_extension,20260911,volatility,low,2.7755575615628914e-17,2.220446049250313e-16
2025-06-30,learned_order_extension,20260911,volatility,high,1.3877787807814457e-17,0.0
2025-06-30,learned_order_extension,20260912,trend,negative,1.3877787807814457e-17,4.440892098500626e-16
2025-06-30,learned_order_extension,20260912,trend,nonnegative,1.3877787807814457e-17,4.440892098500626e-16
2025-06-30,learned_order_extension,20260912,volatility,low,1.3877787807814457e-17,4.440892098500626e-16
2025-06-30,learned_order_extension,20260912,volatility,high,2.7755575615628914e-17,0.0
2025-06-30,learned_order_offset,20260910,trend,negative,6.938893903907228e-18,0.0
2025-06-30,learned_order_offset,20260910,trend,nonnegative,2.7755575615628914e-17,4.440892098500626e-16
2025-06-30,learned_order_offset,20260910,volatility,low,5.204170427930421e-17,3.3306690738754696e-16
2025-06-30,learned_order_offset,20260910,volatility,high,0.0,4.440892098500626e-16
2025-06-30,learned_order_offset,20260911,trend,negative,6.938893903907228e-18,3.885780586188048e-16
2025-06-30,learned_order_offset,20260911,trend,nonnegative,1.3877787807814457e-17,3.3306690738754696e-16
2025-06-30,learned_order_offset,20260911,volatility,low,1.3877787807814457e-17,1.1102230246251565e-16
2025-06-30,learned_order_offset,20260911,volatility,high,1.3877787807814457e-17,0.0
2025-06-30,learned_order_offset,20260912,trend,negative,1.3877787807814457e-17,4.440892098500626e-16
2025-06-30,learned_order_offset,20260912,trend,nonnegative,1.3877787807814457e-17,7.771561172376096e-16
2025-06-30,learned_order_offset,20260912,volatility,low,3.469446951953614e-17,5.551115123125783e-16
2025-06-30,learned_order_offset,20260912,volatility,high,1.3877787807814457e-17,4.440892098500626e-16
2025-09-30,learned_market,20260910,trend,negative,7.806255641895632e-17,1.6653345369377348e-16
2025-09-30,learned_market,20260910,trend,nonnegative,1.3877787807814457e-17,6.661338147750939e-16
2025-09-30,learned_market,20260910,volatility,low,2.498001805406602e-16,8.881784197001252e-16
2025-09-30,learned_market,20260910,volatility,high,0.0,2.220446049250313e-16
2025-09-30,learned_market,20260911,trend,negative,6.201636426617085e-17,1.942890293094024e-16
2025-09-30,learned_market,20260911,trend,nonnegative,1.3877787807814457e-17,6.661338147750939e-16
2025-09-30,learned_market,20260911,volatility,low,5.689893001203927e-16,0.0
2025-09-30,learned_market,20260911,volatility,high,1.3877787807814457e-17,4.440892098500626e-16
2025-09-30,learned_market,20260912,trend,negative,1.734723475976807e-18,8.326672684688674e-17
2025-09-30,learned_market,20260912,trend,nonnegative,1.3877787807814457e-17,0.0
2025-09-30,learned_market,20260912,volatility,low,9.43689570931383e-16,8.881784197001252e-16
2025-09-30,learned_market,20260912,volatility,high,8.153200337090993e-17,1.1102230246251565e-16
2025-09-30,learned_vol_interaction,20260910,trend,negative,2.2551405187698492e-17,5.551115123125783e-17
2025-09-30,learned_vol_interaction,20260910,trend,nonnegative,3.469446951953614e-17,4.440892098500626e-16
2025-09-30,learned_vol_interaction,20260910,volatility,low,1.6653345369377348e-16,8.881784197001252e-16
2025-09-30,learned_vol_interaction,20260910,volatility,high,0.0,2.220446049250313e-16
2025-09-30,learned_vol_interaction,20260911,trend,negative,4.380176776841438e-17,3.677613769070831e-16
2025-09-30,learned_vol_interaction,20260911,trend,nonnegative,6.938893903907228e-18,2.220446049250313e-16
2025-09-30,learned_vol_interaction,20260911,volatility,low,4.85722573273506e-16,8.881784197001252e-16
2025-09-30,learned_vol_interaction,20260911,volatility,high,2.7755575615628914e-17,4.440892098500626e-16
2025-09-30,learned_vol_interaction,20260912,trend,negative,8.673617379884035e-19,3.0531133177191805e-16
2025-09-30,learned_vol_interaction,20260912,trend,nonnegative,2.0816681711721685e-17,6.661338147750939e-16
2025-09-30,learned_vol_interaction,20260912,volatility,low,1.0824674490095276e-15,8.881784197001252e-16
2025-09-30,learned_vol_interaction,20260912,volatility,high,6.245004513516506e-17,5.551115123125783e-17
2025-09-30,learned_order_extension,20260910,trend,negative,3.469446951953614e-18,4.996003610813204e-16
2025-09-30,learned_order_extension,20260910,trend,nonnegative,6.938893903907228e-18,4.440892098500626e-16
2025-09-30,learned_order_extension,20260910,volatility,low,2.7755575615628914e-17,0.0
2025-09-30,learned_order_extension,20260910,volatility,high,0.0,2.220446049250313e-16
2025-09-30,learned_order_extension,20260911,trend,negative,1.3877787807814457e-17,2.220446049250313e-16
2025-09-30,learned_order_extension,20260911,trend,nonnegative,6.938893903907228e-18,2.220446049250313e-16
2025-09-30,learned_order_extension,20260911,volatility,low,2.220446049250313e-16,0.0
2025-09-30,learned_order_extension,20260911,volatility,high,5.551115123125783e-17,6.661338147750939e-16
2025-09-30,learned_order_extension,20260912,trend,negative,1.3877787807814457e-17,4.440892098500626e-16
2025-09-30,learned_order_extension,20260912,trend,nonnegative,1.3877787807814457e-17,0.0
2025-09-30,learned_order_extension,20260912,volatility,low,1.249000902703301e-16,4.440892098500626e-16
2025-09-30,learned_order_extension,20260912,volatility,high,5.204170427930421e-17,2.220446049250313e-16
2025-09-30,learned_order_offset,20260910,trend,negative,2.0816681711721685e-17,0.0
2025-09-30,learned_order_offset,20260910,trend,nonnegative,1.3877787807814457e-17,0.0
2025-09-30,learned_order_offset,20260910,volatility,low,1.1102230246251565e-16,8.881784197001252e-16
2025-09-30,learned_order_offset,20260910,volatility,high,0.0,2.220446049250313e-16
2025-09-30,learned_order_offset,20260911,trend,negative,3.642919299551295e-17,3.608224830031759e-16
2025-09-30,learned_order_offset,20260911,trend,nonnegative,6.938893903907228e-18,1.1102230246251565e-16
2025-09-30,learned_order_offset,20260911,volatility,low,2.498001805406602e-16,8.881784197001252e-16
2025-09-30,learned_order_offset,20260911,volatility,high,3.3306690738754696e-16,4.440892098500626e-16
2025-09-30,learned_order_offset,20260912,trend,negative,6.938893903907228e-18,0.0
2025-09-30,learned_order_offset,20260912,trend,nonnegative,2.0816681711721685e-17,4.440892098500626e-16
2025-09-30,learned_order_offset,20260912,volatility,low,1.3877787807814457e-16,0.0
2025-09-30,learned_order_offset,20260912,volatility,high,4.85722573273506e-17,3.3306690738754696e-16
2026-03-31,learned_market,20260910,trend,negative,2.7755575615628914e-17,1.3322676295501878e-15
2026-03-31,learned_market,20260910,trend,nonnegative,2.7755575615628914e-17,8.881784197001252e-16
2026-03-31,learned_market,20260910,volatility,low,5.551115123125783e-17,4.440892098500626e-16
2026-03-31,learned_market,20260910,volatility,high,2.7755575615628914e-17,6.661338147750939e-16
2026-03-31,learned_market,20260911,trend,negative,2.7755575615628914e-17,6.661338147750939e-16
2026-03-31,learned_market,20260911,trend,nonnegative,0.0,0.0
2026-03-31,learned_market,20260911,volatility,low,2.7755575615628914e-17,1.3322676295501878e-15
2026-03-31,learned_market,20260911,volatility,high,2.7755575615628914e-17,1.1102230246251565e-15
2026-03-31,learned_market,20260912,trend,negative,4.163336342344337e-17,1.1102230246251565e-15
2026-03-31,learned_market,20260912,trend,nonnegative,0.0,0.0
2026-03-31,learned_market,20260912,volatility,low,5.551115123125783e-17,4.440892098500626e-16
2026-03-31,learned_market,20260912,volatility,high,1.3877787807814457e-17,1.1102230246251565e-16
2026-03-31,learned_vol_interaction,20260910,trend,negative,2.7755575615628914e-17,2.220446049250313e-16
2026-03-31,learned_vol_interaction,20260910,trend,nonnegative,2.7755575615628914e-17,4.440892098500626e-16
2026-03-31,learned_vol_interaction,20260910,volatility,low,2.7755575615628914e-17,0.0
2026-03-31,learned_vol_interaction,20260910,volatility,high,2.7755575615628914e-17,1.1102230246251565e-15
2026-03-31,learned_vol_interaction,20260911,trend,negative,0.0,0.0
2026-03-31,learned_vol_interaction,20260911,trend,nonnegative,2.7755575615628914e-17,8.881784197001252e-16
2026-03-31,learned_vol_interaction,20260911,volatility,low,0.0,0.0
2026-03-31,learned_vol_interaction,20260911,volatility,high,4.163336342344337e-17,0.0
2026-03-31,learned_vol_interaction,20260912,trend,negative,0.0,2.220446049250313e-16
2026-03-31,learned_vol_interaction,20260912,trend,nonnegative,0.0,4.440892098500626e-16
2026-03-31,learned_vol_interaction,20260912,volatility,low,2.7755575615628914e-17,1.3322676295501878e-15
2026-03-31,learned_vol_interaction,20260912,volatility,high,1.3877787807814457e-17,1.1102230246251565e-16
2026-03-31,learned_order_extension,20260910,trend,negative,6.938893903907228e-18,2.220446049250313e-16
2026-03-31,learned_order_extension,20260910,trend,nonnegative,0.0,4.440892098500626e-16
2026-03-31,learned_order_extension,20260910,volatility,low,2.7755575615628914e-17,4.440892098500626e-16
2026-03-31,learned_order_extension,20260910,volatility,high,2.7755575615628914e-17,0.0
2026-03-31,learned_order_extension,20260911,trend,negative,2.7755575615628914e-17,4.440892098500626e-16
2026-03-31,learned_order_extension,20260911,trend,nonnegative,2.7755575615628914e-17,4.440892098500626e-16
2026-03-31,learned_order_extension,20260911,volatility,low,0.0,1.3322676295501878e-15
2026-03-31,learned_order_extension,20260911,volatility,high,0.0,4.440892098500626e-16
2026-03-31,learned_order_extension,20260912,trend,negative,1.3877787807814457e-17,2.220446049250313e-16
2026-03-31,learned_order_extension,20260912,trend,nonnegative,0.0,1.3322676295501878e-15
2026-03-31,learned_order_extension,20260912,volatility,low,2.7755575615628914e-17,8.881784197001252e-16
2026-03-31,learned_order_extension,20260912,volatility,high,2.0816681711721685e-17,6.661338147750939e-16
2026-03-31,learned_order_offset,20260910,trend,negative,6.938893903907228e-18,2.220446049250313e-16
2026-03-31,learned_order_offset,20260910,trend,nonnegative,2.7755575615628914e-17,8.881784197001252e-16
2026-03-31,learned_order_offset,20260910,volatility,low,0.0,0.0
2026-03-31,learned_order_offset,20260910,volatility,high,2.7755575615628914e-17,8.881784197001252e-16
2026-03-31,learned_order_offset,20260911,trend,negative,1.3877787807814457e-17,2.220446049250313e-16
2026-03-31,learned_order_offset,20260911,trend,nonnegative,0.0,4.440892098500626e-16
2026-03-31,learned_order_offset,20260911,volatility,low,2.7755575615628914e-17,0.0
2026-03-31,learned_order_offset,20260911,volatility,high,0.0,0.0
2026-03-31,learned_order_offset,20260912,trend,negative,6.938893903907228e-18,3.3306690738754696e-16
2026-03-31,learned_order_offset,20260912,trend,nonnegative,2.7755575615628914e-17,4.440892098500626e-16
2026-03-31,learned_order_offset,20260912,volatility,low,2.7755575615628914e-17,8.881784197001252e-16
2026-03-31,learned_order_offset,20260912,volatility,high,6.938893903907228e-18,2.220446049250313e-16
2026-06-30,learned_market,20260910,trend,negative,0.0,5.551115123125783e-16
2026-06-30,learned_market,20260910,trend,nonnegative,0.0,4.440892098500626e-16
2026-06-30,learned_market,20260910,volatility,low,2.7755575615628914e-17,8.881784197001252e-16
2026-06-30,learned_market,20260910,volatility,high,1.3877787807814457e-17,0.0
2026-06-30,learned_market,20260911,trend,negative,2.0816681711721685e-17,6.661338147750939e-16
2026-06-30,learned_market,20260911,trend,nonnegative,2.7755575615628914e-17,4.440892098500626e-16
2026-06-30,learned_market,20260911,volatility,low,0.0,4.440892098500626e-16
2026-06-30,learned_market,20260911,volatility,high,1.3877787807814457e-17,4.440892098500626e-16
2026-06-30,learned_market,20260912,trend,negative,1.3877787807814457e-17,4.440892098500626e-16
2026-06-30,learned_market,20260912,trend,nonnegative,2.7755575615628914e-17,1.3322676295501878e-15
2026-06-30,learned_market,20260912,volatility,low,1.3877787807814457e-17,4.440892098500626e-16
2026-06-30,learned_market,20260912,volatility,high,2.7755575615628914e-17,0.0
2026-06-30,learned_vol_interaction,20260910,trend,negative,6.938893903907228e-18,5.551115123125783e-16
2026-06-30,learned_vol_interaction,20260910,trend,nonnegative,2.7755575615628914e-17,4.440892098500626e-16
2026-06-30,learned_vol_interaction,20260910,volatility,low,1.3877787807814457e-17,4.440892098500626e-16
2026-06-30,learned_vol_interaction,20260910,volatility,high,1.3877787807814457e-17,0.0
2026-06-30,learned_vol_interaction,20260911,trend,negative,2.0816681711721685e-17,4.440892098500626e-16
2026-06-30,learned_vol_interaction,20260911,trend,nonnegative,0.0,4.440892098500626e-16
2026-06-30,learned_vol_interaction,20260911,volatility,low,1.3877787807814457e-17,4.440892098500626e-16
2026-06-30,learned_vol_interaction,20260911,volatility,high,0.0,4.440892098500626e-16
2026-06-30,learned_vol_interaction,20260912,trend,negative,0.0,0.0
2026-06-30,learned_vol_interaction,20260912,trend,nonnegative,5.551115123125783e-17,4.440892098500626e-16
2026-06-30,learned_vol_interaction,20260912,volatility,low,0.0,0.0
2026-06-30,learned_vol_interaction,20260912,volatility,high,0.0,2.220446049250313e-16
2026-06-30,learned_order_extension,20260910,trend,negative,0.0,1.6653345369377348e-16
2026-06-30,learned_order_extension,20260910,trend,nonnegative,2.7755575615628914e-17,4.440892098500626e-16
2026-06-30,learned_order_extension,20260910,volatility,low,1.3877787807814457e-17,0.0
2026-06-30,learned_order_extension,20260910,volatility,high,1.3877787807814457e-17,0.0
2026-06-30,learned_order_extension,20260911,trend,negative,6.938893903907228e-18,4.440892098500626e-16
2026-06-30,learned_order_extension,20260911,trend,nonnegative,0.0,0.0
2026-06-30,learned_order_extension,20260911,volatility,low,2.7755575615628914e-17,8.881784197001252e-16
2026-06-30,learned_order_extension,20260911,volatility,high,2.7755575615628914e-17,4.440892098500626e-16
2026-06-30,learned_order_extension,20260912,trend,negative,1.3877787807814457e-17,0.0
2026-06-30,learned_order_extension,20260912,trend,nonnegative,0.0,4.440892098500626e-16
2026-06-30,learned_order_extension,20260912,volatility,low,2.7755575615628914e-17,8.881784197001252e-16
2026-06-30,learned_order_extension,20260912,volatility,high,2.7755575615628914e-17,2.220446049250313e-16
2026-06-30,learned_order_offset,20260910,trend,negative,4.5102810375396984e-17,4.996003610813204e-16
2026-06-30,learned_order_offset,20260910,trend,nonnegative,2.7755575615628914e-17,0.0
2026-06-30,learned_order_offset,20260910,volatility,low,0.0,4.440892098500626e-16
2026-06-30,learned_order_offset,20260910,volatility,high,0.0,0.0
2026-06-30,learned_order_offset,20260911,trend,negative,2.0816681711721685e-17,2.220446049250313e-16
2026-06-30,learned_order_offset,20260911,trend,nonnegative,2.7755575615628914e-17,0.0
2026-06-30,learned_order_offset,20260911,volatility,low,2.7755575615628914e-17,8.881784197001252e-16
2026-06-30,learned_order_offset,20260911,volatility,high,1.3877787807814457e-17,0.0
2026-06-30,learned_order_offset,20260912,trend,negative,1.3877787807814457e-17,5.551115123125783e-16
2026-06-30,learned_order_offset,20260912,trend,nonnegative,2.7755575615628914e-17,8.881784197001252e-16
2026-06-30,learned_order_offset,20260912,volatility,low,2.7755575615628914e-17,0.0
2026-06-30,learned_order_offset,20260912,volatility,high,2.7755575615628914e-17,4.440892098500626e-16
