cutoff,fit_cutoff,mode,family,component,method,training_n,accepted,reason,validation_n,baseline_correct,candidate_correct,brier_difference,baseline_brier,candidate_brier
2022-06-30,2022-03-17,ready,global,all,learned_order_extension,52,False,brier_not_better,13,5,4,0.0013422734480737304,0.2973006494309328,0.2986429228790065
2022-06-30,2022-03-17,ready,state,negative_low,learned_order_offset,14,False,insufficient_validation,0,0,0,,,
2022-06-30,2022-03-17,ready,state,negative_high,learned_order_offset,21,True,accepted,12,5,5,-0.001986711033265433,0.2898932638214085,0.2879065527881431
2022-06-30,2022-03-17,ready,state,nonnegative_low,learned_order_offset,9,False,insufficient_state_train,0,0,0,,,
2022-06-30,2022-03-17,ready,state,nonnegative_high,learned_order_offset,8,False,insufficient_state_train,1,0,0,0.0,0.38516476684207807,0.38516476684207807
2022-06-30,2022-03-17,ready,global,all,learned_order_offset,52,False,brier_not_better,13,5,4,0.0013706275831570464,0.2972218409768446,0.2985924685600017
2022-09-30,2022-06-23,ready,state,negative_low,learned_market,12,False,insufficient_validation,3,1,1,-0.013479231470792377,0.35128843202051757,0.33780920054972524
2022-09-30,2022-06-23,ready,state,negative_high,learned_market,27,False,insufficient_validation,0,0,0,,,
2022-09-30,2022-06-23,ready,state,nonnegative_low,learned_market,9,False,insufficient_state_train,6,2,2,0.0,0.32113665839119054,0.32113665839119054
2022-09-30,2022-06-23,ready,state,nonnegative_high,learned_market,4,False,insufficient_state_train,4,2,2,0.0,0.2785419732752155,0.2785419732752155
2022-09-30,2022-06-23,ready,global,all,learned_market,52,True,accepted,13,5,6,-0.03765429735539068,0.3149887030391968,0.2773344056838061
2022-09-30,2022-06-23,ready,state,negative_low,learned_vol_interaction,12,False,insufficient_validation,3,1,1,-0.014026620050073152,0.3574718926556699,0.34344527260559676
2022-09-30,2022-06-23,ready,state,negative_high,learned_vol_interaction,27,False,insufficient_validation,0,0,0,,,
2022-09-30,2022-06-23,ready,state,nonnegative_low,learned_vol_interaction,9,False,insufficient_state_train,6,2,2,0.0,0.3238239914459317,0.3238239914459317
2022-09-30,2022-06-23,ready,state,nonnegative_high,learned_vol_interaction,4,False,insufficient_state_train,4,3,3,0.0,0.2734672261733944,0.2734672261733944
2022-09-30,2022-06-23,ready,global,all,learned_vol_interaction,52,True,accepted,13,6,6,-0.03785630333822483,0.31609450241047515,0.27823819907225034
2022-09-30,2022-06-23,ready,state,negative_low,learned_order_extension,12,False,insufficient_validation,3,1,1,-0.015627761702037793,0.3378678422682668,0.32224008056622905
2022-09-30,2022-06-23,ready,state,negative_high,learned_order_extension,27,False,insufficient_validation,0,0,0,,,
2022-09-30,2022-06-23,ready,state,nonnegative_low,learned_order_extension,9,False,insufficient_state_train,6,2,2,0.0,0.316707226075559,0.316707226075559
2022-09-30,2022-06-23,ready,state,nonnegative_high,learned_order_extension,4,False,insufficient_state_train,4,2,2,0.0,0.27828368960045946,0.27828368960045946
2022-09-30,2022-06-23,ready,global,all,learned_order_extension,52,True,accepted,13,5,6,-0.038006696800073014,0.30976781858923014,0.2717611217891571
2022-09-30,2022-06-23,ready,state,negative_low,learned_order_offset,12,False,insufficient_validation,3,1,1,-0.015596241315256323,0.3378153272334596,0.3222190859182032
2022-09-30,2022-06-23,ready,state,negative_high,learned_order_offset,27,False,insufficient_validation,0,0,0,,,
2022-09-30,2022-06-23,ready,state,nonnegative_low,learned_order_offset,9,False,insufficient_state_train,6,2,2,0.0,0.3166633909240694,0.3166633909240694
2022-09-30,2022-06-23,ready,state,nonnegative_high,learned_order_offset,4,False,insufficient_state_train,4,2,2,0.0,0.2782450270877118,0.2782450270877118
2022-09-30,2022-06-23,ready,global,all,learned_order_offset,52,True,accepted,13,5,6,-0.037946426994303326,0.30972357196889555,0.2717771449745922
2022-12-31,2022-09-15,annual_reset,state,negative_low,learned_market,13,False,annual_reset,3,1,1,0.0,0.3690894502100855,0.3690894502100855
2022-12-31,2022-09-15,annual_reset,state,negative_high,learned_market,22,False,annual_reset,9,4,4,0.0,0.27775945831175153,0.27775945831175153
2022-12-31,2022-09-15,annual_reset,state,nonnegative_low,learned_market,12,False,annual_reset,1,0,0,0.0,0.31622999096096877,0.31622999096096877
2022-12-31,2022-09-15,annual_reset,state,nonnegative_high,learned_market,5,False,annual_reset,0,0,0,,,
2022-12-31,2022-09-15,annual_reset,global,all,learned_market,52,False,annual_reset,13,5,5,0.0,0.30179488203053767,0.30179488203053767
2022-12-31,2022-09-15,annual_reset,state,negative_low,learned_vol_interaction,13,False,annual_reset,3,1,1,0.0,0.3738844907477468,0.3738844907477468
2022-12-31,2022-09-15,annual_reset,state,negative_high,learned_vol_interaction,22,False,annual_reset,9,5,5,0.0,0.2781708761669439,0.2781708761669439
2022-12-31,2022-09-15,annual_reset,state,nonnegative_low,learned_vol_interaction,12,False,annual_reset,1,0,0,0.0,0.31839575774386203,0.31839575774386203
2022-12-31,2022-09-15,annual_reset,state,nonnegative_high,learned_vol_interaction,5,False,annual_reset,0,0,0,,,
2022-12-31,2022-09-15,annual_reset,global,all,learned_vol_interaction,52,False,annual_reset,13,6,6,0.0,0.30335285503766135,0.30335285503766135
2022-12-31,2022-09-15,annual_reset,state,negative_low,learned_order_extension,13,False,annual_reset,3,1,1,0.0,0.36592313279032024,0.36592313279032024
2022-12-31,2022-09-15,annual_reset,state,negative_high,learned_order_extension,22,False,annual_reset,9,4,4,0.0,0.2803984478737569,0.2803984478737569
2022-12-31,2022-09-15,annual_reset,state,nonnegative_low,learned_order_extension,12,False,annual_reset,1,0,0,0.0,0.322819542538982,0.322819542538982
2022-12-31,2022-09-15,annual_reset,state,nonnegative_high,learned_order_extension,5,False,annual_reset,0,0,0,,,
2022-12-31,2022-09-15,annual_reset,global,all,learned_order_extension,52,False,annual_reset,13,5,5,0.0,0.30339807475182734,0.30339807475182734
2022-12-31,2022-09-15,annual_reset,state,negative_low,learned_order_offset,13,False,annual_reset,3,1,1,0.0,0.3655341065870487,0.3655341065870487
2022-12-31,2022-09-15,annual_reset,state,negative_high,learned_order_offset,22,False,annual_reset,9,4,4,0.0,0.28041767158669884,0.28041767158669884
2022-12-31,2022-09-15,annual_reset,state,nonnegative_low,learned_order_offset,12,False,annual_reset,1,0,0,0.0,0.3230257260683856,0.3230257260683856
2022-12-31,2022-09-15,annual_reset,state,nonnegative_high,learned_order_offset,5,False,annual_reset,0,0,0,,,
2022-12-31,2022-09-15,annual_reset,global,all,learned_order_offset,52,False,annual_reset,13,5,5,0.0,0.3033374684699862,0.3033374684699862
2023-03-31,2022-12-15,ready,state,negative_low,learned_market,11,False,insufficient_validation,0,0,0,,,
2023-03-31,2022-12-15,ready,state,negative_high,learned_market,25,False,insufficient_validation,1,1,1,0.022484477593827573,0.22670725173591452,0.2491917293297421
2023-03-31,2022-12-15,ready,state,nonnegative_low,learned_market,11,False,brier_not_better,12,3,3,0.006514806483125642,0.31985062035660944,0.326365426839735
2023-03-31,2022-12-15,ready,state,nonnegative_high,learned_market,5,False,insufficient_state_train,0,0,0,,,
2023-03-31,2022-12-15,ready,global,all,learned_market,52,False,brier_not_better,13,4,3,0.023083830065677338,0.3126857458473252,0.3357695759130025
2023-03-31,2022-12-15,ready,state,negative_low,learned_vol_interaction,11,False,insufficient_validation,0,0,0,,,
2023-03-31,2022-12-15,ready,state,negative_high,learned_vol_interaction,25,False,insufficient_validation,1,1,0,0.02217057353805943,0.23231704915850968,0.2544876226965691
2023-03-31,2022-12-15,ready,state,nonnegative_low,learned_vol_interaction,11,False,brier_not_better,12,3,3,0.00679453574971528,0.31934948135861746,0.32614401710833263
2023-03-31,2022-12-15,ready,state,nonnegative_high,learned_vol_interaction,5,False,insufficient_state_train,0,0,0,,,
2023-03-31,2022-12-15,ready,global,all,learned_vol_interaction,52,False,brier_not_better,13,4,4,0.023601732697982953,0.3126546788816861,0.33625641157966896
