cutoff,mode,method,family,component,training_n,accepted,reason,validation_n,baseline_correct,candidate_correct,brier_difference
2025-03-31,ready,learned_order_offset,trend,negative,28,False,brier_not_better,9,6,7,0.00822644275155225
2025-03-31,ready,learned_order_offset,trend,nonnegative,24,False,insufficient_validation,4,1,1,-0.0011029123415870618
2025-03-31,ready,learned_order_offset,volatility,low,37,False,brier_not_better,9,4,5,0.003522797728982097
2025-03-31,ready,learned_order_offset,volatility,high,15,False,insufficient_validation,4,3,4,-0.008430155892161527
2025-06-30,ready,learned_market,trend,negative,25,False,brier_not_better,12,5,5,0.00047286117221248883
2025-06-30,ready,learned_market,trend,nonnegative,27,False,insufficient_validation,1,0,0,0.007304204079712329
2025-06-30,ready,learned_market,volatility,low,32,True,accepted,10,4,5,-0.001412268188861264
2025-06-30,ready,learned_market,volatility,high,20,False,insufficient_validation,3,1,1,-0.0038993808285201167
2025-06-30,ready,learned_vol_interaction,trend,negative,25,False,brier_not_better,12,6,5,0.0003597185184504234
2025-06-30,ready,learned_vol_interaction,trend,nonnegative,27,False,insufficient_validation,1,0,0,0.0074147510154108365
2025-06-30,ready,learned_vol_interaction,volatility,low,32,True,accepted,10,5,5,-0.0013833695888175693
2025-06-30,ready,learned_vol_interaction,volatility,high,20,False,insufficient_validation,3,1,2,-0.005013160807187518
2025-06-30,ready,learned_order_extension,trend,negative,25,False,brier_not_better,12,5,5,6.884040617651545e-05
2025-06-30,ready,learned_order_extension,trend,nonnegative,27,False,insufficient_validation,1,0,0,0.01204180399349164
2025-06-30,ready,learned_order_extension,volatility,low,32,True,accepted,10,4,4,-0.0020154522246383032
2025-06-30,ready,learned_order_extension,volatility,high,20,False,insufficient_validation,3,1,2,-0.0048132986380625175
2025-06-30,ready,learned_order_offset,trend,negative,25,False,brier_not_better,12,5,5,6.50720618469193e-05
2025-06-30,ready,learned_order_offset,trend,nonnegative,27,False,insufficient_validation,1,0,0,0.012197183738756945
2025-06-30,ready,learned_order_offset,volatility,low,32,True,accepted,10,4,4,-0.002032262917683436
2025-06-30,ready,learned_order_offset,volatility,high,20,False,insufficient_validation,3,1,2,-0.004856213109124721
2025-09-30,ready,learned_market,trend,negative,33,False,insufficient_validation,0,0,0,
2025-09-30,ready,learned_market,trend,nonnegative,19,False,brier_not_better,13,4,5,0.007769091333799504
2025-09-30,ready,learned_market,volatility,low,34,False,brier_not_better,10,4,4,0.01691216938023265
2025-09-30,ready,learned_market,volatility,high,18,False,insufficient_validation,3,0,0,-0.006219208419801336
2025-09-30,ready,learned_vol_interaction,trend,negative,33,False,insufficient_validation,0,0,0,
2025-09-30,ready,learned_vol_interaction,trend,nonnegative,19,False,brier_not_better,13,5,5,0.007492772653069598
2025-09-30,ready,learned_vol_interaction,volatility,low,34,False,brier_not_better,10,5,4,0.016180018612926346
2025-09-30,ready,learned_vol_interaction,volatility,high,18,False,insufficient_validation,3,0,0,-0.006409630208632
2025-09-30,ready,learned_order_extension,trend,negative,33,False,insufficient_validation,0,0,0,
2025-09-30,ready,learned_order_extension,trend,nonnegative,19,False,brier_not_better,13,6,5,0.00730471747360326
2025-09-30,ready,learned_order_extension,volatility,low,34,False,brier_not_better,10,6,4,0.02022038582432813
2025-09-30,ready,learned_order_extension,volatility,high,18,False,insufficient_validation,3,0,0,-0.006617708675587419
2025-09-30,ready,learned_order_offset,trend,negative,33,False,insufficient_validation,0,0,0,
2025-09-30,ready,learned_order_offset,trend,nonnegative,19,False,brier_not_better,13,6,5,0.007312931871594571
2025-09-30,ready,learned_order_offset,volatility,low,34,False,brier_not_better,10,6,4,0.02040961117990722
2025-09-30,ready,learned_order_offset,volatility,high,18,False,insufficient_validation,3,0,0,-0.006621894198251914
2025-12-31,annual_reset,learned_market,trend,negative,26,False,annual_reset,0,0,0,
2025-12-31,annual_reset,learned_market,trend,nonnegative,26,False,annual_reset,13,5,5,0.0
2025-12-31,annual_reset,learned_market,volatility,low,33,False,annual_reset,5,3,3,0.0
2025-12-31,annual_reset,learned_market,volatility,high,19,False,annual_reset,8,2,2,0.0
2025-12-31,annual_reset,learned_vol_interaction,trend,negative,26,False,annual_reset,0,0,0,
2025-12-31,annual_reset,learned_vol_interaction,trend,nonnegative,26,False,annual_reset,13,5,5,0.0
2025-12-31,annual_reset,learned_vol_interaction,volatility,low,33,False,annual_reset,5,3,3,0.0
2025-12-31,annual_reset,learned_vol_interaction,volatility,high,19,False,annual_reset,8,2,2,0.0
2025-12-31,annual_reset,learned_order_extension,trend,negative,26,False,annual_reset,0,0,0,
2025-12-31,annual_reset,learned_order_extension,trend,nonnegative,26,False,annual_reset,13,6,6,0.0
2025-12-31,annual_reset,learned_order_extension,volatility,low,33,False,annual_reset,5,4,4,0.0
2025-12-31,annual_reset,learned_order_extension,volatility,high,19,False,annual_reset,8,2,2,0.0
2025-12-31,annual_reset,learned_order_offset,trend,negative,26,False,annual_reset,0,0,0,
2025-12-31,annual_reset,learned_order_offset,trend,nonnegative,26,False,annual_reset,13,6,6,0.0
2025-12-31,annual_reset,learned_order_offset,volatility,low,33,False,annual_reset,5,4,4,0.0
2025-12-31,annual_reset,learned_order_offset,volatility,high,19,False,annual_reset,8,2,2,0.0
2026-03-31,ready,learned_market,trend,negative,20,False,insufficient_validation,2,2,2,-0.0010731462188190155
2026-03-31,ready,learned_market,trend,nonnegative,32,False,brier_not_better,11,5,6,0.00497995780609138
2026-03-31,ready,learned_market,volatility,low,29,False,brier_not_better,12,6,7,0.006890399758356866
2026-03-31,ready,learned_market,volatility,high,23,False,insufficient_validation,1,1,1,-0.017456989044072557
2026-03-31,ready,learned_vol_interaction,trend,negative,20,False,insufficient_validation,2,2,2,-0.0012544426183090512
2026-03-31,ready,learned_vol_interaction,trend,nonnegative,32,False,brier_not_better,11,4,6,0.0050932890953396155
2026-03-31,ready,learned_vol_interaction,volatility,low,29,False,brier_not_better,12,6,7,0.0068673731854834
2026-03-31,ready,learned_vol_interaction,volatility,high,23,False,insufficient_validation,1,0,1,-0.018819825029267157
2026-03-31,ready,learned_order_extension,trend,negative,20,False,insufficient_validation,2,2,2,-0.0008920961120345711
2026-03-31,ready,learned_order_extension,trend,nonnegative,32,False,brier_not_better,11,6,7,0.0066599158966727575
2026-03-31,ready,learned_order_extension,volatility,low,29,False,brier_not_better,12,7,6,0.007491263931201104
2026-03-31,ready,learned_order_extension,volatility,high,23,False,insufficient_validation,1,1,1,-0.01805666182311122
2026-03-31,ready,learned_order_offset,trend,negative,20,False,insufficient_validation,2,2,2,-0.0008882200136404589
2026-03-31,ready,learned_order_offset,trend,nonnegative,32,False,brier_not_better,11,6,7,0.0066343523823839115
2026-03-31,ready,learned_order_offset,volatility,low,29,False,brier_not_better,12,7,6,0.007476083674034329
2026-03-31,ready,learned_order_offset,volatility,high,23,False,insufficient_validation,1,1,1,-0.01805384961669415
2026-06-30,ready,learned_market,trend,negative,19,False,insufficient_validation,4,1,1,-0.005961426922247076
2026-06-30,ready,learned_market,trend,nonnegative,33,True,accepted,9,4,4,-0.004329914842074404
2026-06-30,ready,learned_market,volatility,low,38,False,insufficient_validation,4,3,4,0.0015108628761426324
2026-06-30,ready,learned_market,volatility,high,14,True,accepted,9,2,4,-0.009347144508431961
2026-06-30,ready,learned_vol_interaction,trend,negative,19,False,insufficient_validation,4,1,2,-0.00593261513538533
2026-06-30,ready,learned_vol_interaction,trend,nonnegative,33,True,accepted,9,4,5,-0.0045851121377703035
2026-06-30,ready,learned_vol_interaction,volatility,low,38,False,insufficient_validation,4,3,3,0.0013018236246351358
2026-06-30,ready,learned_vol_interaction,volatility,high,14,True,accepted,9,2,4,-0.009507148323596538
2026-06-30,ready,learned_order_extension,trend,negative,19,False,insufficient_validation,4,1,1,-0.0046887711538240034
2026-06-30,ready,learned_order_extension,trend,nonnegative,33,False,direction_worse,9,6,3,-0.0049680016225962026
2026-06-30,ready,learned_order_extension,volatility,low,38,False,insufficient_validation,4,4,4,0.0008496918105367277
2026-06-30,ready,learned_order_extension,volatility,high,14,False,direction_worse,9,3,1,-0.009937527399571128
2026-06-30,ready,learned_order_offset,trend,negative,19,False,insufficient_validation,4,1,1,-0.004684731664661358
2026-06-30,ready,learned_order_offset,trend,nonnegative,33,False,direction_worse,9,6,3,-0.004991076150926341
2026-06-30,ready,learned_order_offset,volatility,low,38,False,insufficient_validation,4,4,4,0.0008326155141358954
2026-06-30,ready,learned_order_offset,volatility,high,14,False,direction_worse,9,3,1,-0.00992492726986465
