h,method,bin_lower,bin_upper,n,mean_probability,actual_up_frequency
1,bce_5y_e10.add.S,0.4,0.5,375,0.4654995229427873,0.4693333333333333
1,bce_5y_e10.add.S,0.5,0.6,419,0.5402752774053761,0.5083532219570406
1,bce_5y_e10.add.S,0.6,0.7,33,0.6295867369032109,0.48484848484848486
1,bce_5y_e10.add.S,0.7,0.8,0,,
1,bce_5y_e10.add.S,0.8,0.9,0,,
1,bce_5y_e10.add.S,0.9,1.0,0,,
1,bce_5y_e10.vol.U,0.0,0.1,0,,
1,bce_5y_e10.vol.U,0.1,0.2,0,,
1,bce_5y_e10.vol.U,0.2,0.3,0,,
1,bce_5y_e10.vol.U,0.3,0.4,53,0.3696807547768294,0.49056603773584906
1,bce_5y_e10.vol.U,0.4,0.5,385,0.4672759893914852,0.4857142857142857
1,bce_5y_e10.vol.U,0.5,0.6,438,0.53415933150646,0.5045662100456622
1,bce_5y_e10.vol.U,0.6,0.7,21,0.6214942078880428,0.42857142857142855
1,bce_5y_e10.vol.U,0.7,0.8,0,,
1,bce_5y_e10.vol.U,0.8,0.9,0,,
1,bce_5y_e10.vol.U,0.9,1.0,0,,
1,bce_5y_e10.vol.W,0.0,0.1,0,,
1,bce_5y_e10.vol.W,0.1,0.2,0,,
1,bce_5y_e10.vol.W,0.2,0.3,2,0.27944467198765743,0.0
1,bce_5y_e10.vol.W,0.3,0.4,77,0.3594514224571916,0.5714285714285714
1,bce_5y_e10.vol.W,0.4,0.5,410,0.4653667068124371,0.47560975609756095
1,bce_5y_e10.vol.W,0.5,0.6,383,0.5372473995289371,0.5039164490861618
1,bce_5y_e10.vol.W,0.6,0.7,25,0.6283708659145956,0.44
1,bce_5y_e10.vol.W,0.7,0.8,0,,
1,bce_5y_e10.vol.W,0.8,0.9,0,,
1,bce_5y_e10.vol.W,0.9,1.0,0,,
1,bce_5y_e10.vol.I,0.0,0.1,0,,
1,bce_5y_e10.vol.I,0.1,0.2,0,,
1,bce_5y_e10.vol.I,0.2,0.3,0,,
1,bce_5y_e10.vol.I,0.3,0.4,56,0.36799907188953057,0.5
1,bce_5y_e10.vol.I,0.4,0.5,403,0.4661426959832607,0.47642679900744417
1,bce_5y_e10.vol.I,0.5,0.6,419,0.5332857448781155,0.5155131264916468
1,bce_5y_e10.vol.I,0.6,0.7,19,0.6176320791842148,0.3684210526315789
1,bce_5y_e10.vol.I,0.7,0.8,0,,
1,bce_5y_e10.vol.I,0.8,0.9,0,,
1,bce_5y_e10.vol.I,0.9,1.0,0,,
1,bce_5y_e10.vol.S,0.0,0.1,0,,
1,bce_5y_e10.vol.S,0.1,0.2,0,,
1,bce_5y_e10.vol.S,0.2,0.3,2,0.2821015365145829,0.0
1,bce_5y_e10.vol.S,0.3,0.4,75,0.36174360844717685,0.5733333333333334
1,bce_5y_e10.vol.S,0.4,0.5,392,0.466722350101739,0.4719387755102041
1,bce_5y_e10.vol.S,0.5,0.6,399,0.5374454445742404,0.506265664160401
1,bce_5y_e10.vol.S,0.6,0.7,29,0.6298307033692514,0.4482758620689655
1,bce_5y_e10.vol.S,0.7,0.8,0,,
1,bce_5y_e10.vol.S,0.8,0.9,0,,
1,bce_5y_e10.vol.S,0.9,1.0,0,,
1,bce_5y_e10.order_joint.U,0.0,0.1,0,,
1,bce_5y_e10.order_joint.U,0.1,0.2,0,,
1,bce_5y_e10.order_joint.U,0.2,0.3,0,,
1,bce_5y_e10.order_joint.U,0.3,0.4,47,0.3720078990812711,0.5106382978723404
1,bce_5y_e10.order_joint.U,0.4,0.5,387,0.4663514318134644,0.48320413436692505
1,bce_5y_e10.order_joint.U,0.5,0.6,427,0.5331226974461312,0.5035128805620609
1,bce_5y_e10.order_joint.U,0.6,0.7,36,0.6282241985279213,0.4722222222222222
1,bce_5y_e10.order_joint.U,0.7,0.8,0,,
1,bce_5y_e10.order_joint.U,0.8,0.9,0,,
1,bce_5y_e10.order_joint.U,0.9,1.0,0,,
1,bce_5y_e10.order_joint.W,0.0,0.1,0,,
1,bce_5y_e10.order_joint.W,0.1,0.2,0,,
1,bce_5y_e10.order_joint.W,0.2,0.3,2,0.2698374336393071,0.0
1,bce_5y_e10.order_joint.W,0.3,0.4,69,0.36706108081165123,0.5507246376811594
1,bce_5y_e10.order_joint.W,0.4,0.5,406,0.4643454072448612,0.4753694581280788
1,bce_5y_e10.order_joint.W,0.5,0.6,385,0.5363631916617515,0.5142857142857142
1,bce_5y_e10.order_joint.W,0.6,0.7,35,0.6285865214978489,0.4
1,bce_5y_e10.order_joint.W,0.7,0.8,0,,
1,bce_5y_e10.order_joint.W,0.8,0.9,0,,
1,bce_5y_e10.order_joint.W,0.9,1.0,0,,
1,bce_5y_e10.order_joint.I,0.0,0.1,0,,
1,bce_5y_e10.order_joint.I,0.1,0.2,0,,
1,bce_5y_e10.order_joint.I,0.2,0.3,0,,
1,bce_5y_e10.order_joint.I,0.3,0.4,50,0.37071280651017524,0.5
1,bce_5y_e10.order_joint.I,0.4,0.5,404,0.46547807913361855,0.4777227722772277
1,bce_5y_e10.order_joint.I,0.5,0.6,410,0.5325250761039955,0.5121951219512195
1,bce_5y_e10.order_joint.I,0.6,0.7,33,0.6267806866195842,0.45454545454545453
1,bce_5y_e10.order_joint.I,0.7,0.8,0,,
1,bce_5y_e10.order_joint.I,0.8,0.9,0,,
1,bce_5y_e10.order_joint.I,0.9,1.0,0,,
1,bce_5y_e10.order_joint.S,0.0,0.1,0,,
1,bce_5y_e10.order_joint.S,0.1,0.2,0,,
1,bce_5y_e10.order_joint.S,0.2,0.3,2,0.27202128970830536,0.0
1,bce_5y_e10.order_joint.S,0.3,0.4,64,0.36756338252804355,0.515625
1,bce_5y_e10.order_joint.S,0.4,0.5,407,0.46624875339187216,0.4914004914004914
1,bce_5y_e10.order_joint.S,0.5,0.6,384,0.5377483562133105,0.5026041666666666
1,bce_5y_e10.order_joint.S,0.6,0.7,40,0.6291835788049849,0.425
1,bce_5y_e10.order_joint.S,0.7,0.8,0,,
1,bce_5y_e10.order_joint.S,0.8,0.9,0,,
1,bce_5y_e10.order_joint.S,0.9,1.0,0,,
1,bce_5y_e10.order_fixed.U,0.0,0.1,0,,
1,bce_5y_e10.order_fixed.U,0.1,0.2,0,,
1,bce_5y_e10.order_fixed.U,0.2,0.3,0,,
1,bce_5y_e10.order_fixed.U,0.3,0.4,44,0.37103364594437777,0.5227272727272727
1,bce_5y_e10.order_fixed.U,0.4,0.5,390,0.46604760808459045,0.48205128205128206
1,bce_5y_e10.order_fixed.U,0.5,0.6,427,0.5330461522132149,0.5035128805620609
1,bce_5y_e10.order_fixed.U,0.6,0.7,36,0.627863443395066,0.4722222222222222
1,bce_5y_e10.order_fixed.U,0.7,0.8,0,,
1,bce_5y_e10.order_fixed.U,0.8,0.9,0,,
1,bce_5y_e10.order_fixed.U,0.9,1.0,0,,
1,bce_5y_e10.order_fixed.W,0.0,0.1,0,,
1,bce_5y_e10.order_fixed.W,0.1,0.2,0,,
1,bce_5y_e10.order_fixed.W,0.2,0.3,2,0.2646700053036364,0.0
1,bce_5y_e10.order_fixed.W,0.3,0.4,68,0.3648986205640966,0.5441176470588235
1,bce_5y_e10.order_fixed.W,0.4,0.5,404,0.46393783377491155,0.4752475247524752
1,bce_5y_e10.order_fixed.W,0.5,0.6,389,0.5365962560683635,0.5167095115681234
1,bce_5y_e10.order_fixed.W,0.6,0.7,34,0.6298325146727501,0.38235294117647056
1,bce_5y_e10.order_fixed.W,0.7,0.8,0,,
1,bce_5y_e10.order_fixed.W,0.8,0.9,0,,
1,bce_5y_e10.order_fixed.W,0.9,1.0,0,,
1,bce_5y_e10.order_fixed.I,0.0,0.1,0,,
1,bce_5y_e10.order_fixed.I,0.1,0.2,0,,
1,bce_5y_e10.order_fixed.I,0.2,0.3,0,,
1,bce_5y_e10.order_fixed.I,0.3,0.4,50,0.3712371970330313,0.5
1,bce_5y_e10.order_fixed.I,0.4,0.5,404,0.4654253499885027,0.4801980198019802
1,bce_5y_e10.order_fixed.I,0.5,0.6,410,0.5321641701538402,0.5097560975609756
1,bce_5y_e10.order_fixed.I,0.6,0.7,33,0.6261965433593849,0.45454545454545453
1,bce_5y_e10.order_fixed.I,0.7,0.8,0,,
1,bce_5y_e10.order_fixed.I,0.8,0.9,0,,
1,bce_5y_e10.order_fixed.I,0.9,1.0,0,,
1,bce_5y_e10.order_fixed.S,0.0,0.1,0,,
1,bce_5y_e10.order_fixed.S,0.1,0.2,0,,
1,bce_5y_e10.order_fixed.S,0.2,0.3,2,0.26721027718412715,0.0
1,bce_5y_e10.order_fixed.S,0.3,0.4,62,0.36501458735265296,0.532258064516129
1,bce_5y_e10.order_fixed.S,0.4,0.5,394,0.4649438556466702,0.4873096446700508
1,bce_5y_e10.order_fixed.S,0.5,0.6,398,0.5367262905012952,0.5050251256281407
1,bce_5y_e10.order_fixed.S,0.6,0.7,41,0.6290526187738699,0.4146341463414634
1,bce_5y_e10.order_fixed.S,0.7,0.8,0,,
1,bce_5y_e10.order_fixed.S,0.8,0.9,0,,
1,bce_5y_e10.order_fixed.S,0.9,1.0,0,,
1,bce_5y_e10.scalar_probe.U,0.0,0.1,0,,
1,bce_5y_e10.scalar_probe.U,0.1,0.2,0,,
1,bce_5y_e10.scalar_probe.U,0.2,0.3,0,,
1,bce_5y_e10.scalar_probe.U,0.3,0.4,0,,
1,bce_5y_e10.scalar_probe.U,0.4,0.5,674,0.48681837662578764,0.5118694362017804
1,bce_5y_e10.scalar_probe.U,0.5,0.6,223,0.5039803118710025,0.43946188340807174
1,bce_5y_e10.scalar_probe.U,0.6,0.7,0,,
1,bce_5y_e10.scalar_probe.U,0.7,0.8,0,,
1,bce_5y_e10.scalar_probe.U,0.8,0.9,0,,
1,bce_5y_e10.scalar_probe.U,0.9,1.0,0,,
1,bce_5y_e10.native_bce.U,0.0,0.1,0,,
1,bce_5y_e10.native_bce.U,0.1,0.2,0,,
1,bce_5y_e10.native_bce.U,0.2,0.3,0,,
1,bce_5y_e10.native_bce.U,0.3,0.4,0,,
1,bce_5y_e10.native_bce.U,0.4,0.5,897,0.49377049575558046,0.4938684503901895
1,bce_5y_e10.native_bce.U,0.5,0.6,0,,
1,bce_5y_e10.native_bce.U,0.6,0.7,0,,
1,bce_5y_e10.native_bce.U,0.7,0.8,0,,
1,bce_5y_e10.native_bce.U,0.8,0.9,0,,
1,bce_5y_e10.native_bce.U,0.9,1.0,0,,
1,bce_5y_e20.add.U,0.0,0.1,0,,
1,bce_5y_e20.add.U,0.1,0.2,1,0.19640602396958004,1.0
1,bce_5y_e20.add.U,0.2,0.3,7,0.28056342690086306,0.2857142857142857
1,bce_5y_e20.add.U,0.3,0.4,60,0.35977881066167045,0.5333333333333333
1,bce_5y_e20.add.U,0.4,0.5,376,0.4625924044676756,0.4867021276595745
1,bce_5y_e20.add.U,0.5,0.6,417,0.5370864075998274,0.49640287769784175
1,bce_5y_e20.add.U,0.6,0.7,36,0.6302298767266934,0.5
1,bce_5y_e20.add.U,0.7,0.8,0,,
1,bce_5y_e20.add.U,0.8,0.9,0,,
1,bce_5y_e20.add.U,0.9,1.0,0,,
1,bce_5y_e20.add.W,0.0,0.1,0,,
1,bce_5y_e20.add.W,0.1,0.2,1,0.17057105794760274,1.0
1,bce_5y_e20.add.W,0.2,0.3,17,0.27381257307448814,0.5294117647058824
1,bce_5y_e20.add.W,0.3,0.4,74,0.35892839892954226,0.5135135135135135
1,bce_5y_e20.add.W,0.4,0.5,384,0.46192371902264934,0.4921875
1,bce_5y_e20.add.W,0.5,0.6,391,0.5372731236574536,0.4859335038363171
1,bce_5y_e20.add.W,0.6,0.7,30,0.6262848546715869,0.5333333333333333
1,bce_5y_e20.add.W,0.7,0.8,0,,
1,bce_5y_e20.add.W,0.8,0.9,0,,
1,bce_5y_e20.add.W,0.9,1.0,0,,
1,bce_5y_e20.add.I,0.0,0.1,0,,
1,bce_5y_e20.add.I,0.1,0.2,1,0.194369111470752,1.0
1,bce_5y_e20.add.I,0.2,0.3,8,0.28053341656189235,0.25
1,bce_5y_e20.add.I,0.3,0.4,63,0.3601915412155722,0.5555555555555556
1,bce_5y_e20.add.I,0.4,0.5,396,0.46242036740023623,0.4772727272727273
1,bce_5y_e20.add.I,0.5,0.6,398,0.5366129450827504,0.5050251256281407
1,bce_5y_e20.add.I,0.6,0.7,31,0.6300031827378838,0.4838709677419355
1,bce_5y_e20.add.I,0.7,0.8,0,,
1,bce_5y_e20.add.I,0.8,0.9,0,,
1,bce_5y_e20.add.I,0.9,1.0,0,,
1,bce_5y_e20.add.S,0.0,0.1,0,,
1,bce_5y_e20.add.S,0.1,0.2,1,0.17237502540522584,1.0
1,bce_5y_e20.add.S,0.2,0.3,14,0.27094979136411,0.5
1,bce_5y_e20.add.S,0.3,0.4,73,0.3574919788892306,0.547945205479452
1,bce_5y_e20.add.S,0.4,0.5,374,0.46292261343810454,0.48663101604278075
1,bce_5y_e20.add.S,0.5,0.6,402,0.5389764739461221,0.48507462686567165
1,bce_5y_e20.add.S,0.6,0.7,33,0.628185458431297,0.5454545454545454
1,bce_5y_e20.add.S,0.7,0.8,0,,
1,bce_5y_e20.add.S,0.8,0.9,0,,
1,bce_5y_e20.add.S,0.9,1.0,0,,
1,bce_5y_e20.vol.U,0.0,0.1,0,,
1,bce_5y_e20.vol.U,0.1,0.2,1,0.19474092475045768,1.0
1,bce_5y_e20.vol.U,0.2,0.3,5,0.27406649834523256,0.2
1,bce_5y_e20.vol.U,0.3,0.4,70,0.359992001736685,0.5428571428571428
1,bce_5y_e20.vol.U,0.4,0.5,411,0.46545953445527993,0.49391727493917276
1,bce_5y_e20.vol.U,0.5,0.6,382,0.5361755999991595,0.49476439790575916
1,bce_5y_e20.vol.U,0.6,0.7,28,0.6254335547229118,0.39285714285714285
1,bce_5y_e20.vol.U,0.7,0.8,0,,
1,bce_5y_e20.vol.U,0.8,0.9,0,,
1,bce_5y_e20.vol.U,0.9,1.0,0,,
1,bce_5y_e20.vol.W,0.0,0.1,0,,
1,bce_5y_e20.vol.W,0.1,0.2,1,0.16950932942298771,1.0
1,bce_5y_e20.vol.W,0.2,0.3,17,0.2738004918847273,0.5882352941176471
1,bce_5y_e20.vol.W,0.3,0.4,79,0.3573060401378904,0.5063291139240507
1,bce_5y_e20.vol.W,0.4,0.5,413,0.463266997781645,0.4939467312348668
1,bce_5y_e20.vol.W,0.5,0.6,362,0.5364415067531455,0.4861878453038674
1,bce_5y_e20.vol.W,0.6,0.7,25,0.6239689691594754,0.48
1,bce_5y_e20.vol.W,0.7,0.8,0,,
1,bce_5y_e20.vol.W,0.8,0.9,0,,
1,bce_5y_e20.vol.W,0.9,1.0,0,,
1,bce_5y_e20.vol.I,0.0,0.1,0,,
1,bce_5y_e20.vol.I,0.1,0.2,1,0.19272607033903477,1.0
1,bce_5y_e20.vol.I,0.2,0.3,6,0.275877090943019,0.3333333333333333
1,bce_5y_e20.vol.I,0.3,0.4,71,0.3586793330208622,0.5352112676056338
1,bce_5y_e20.vol.I,0.4,0.5,428,0.4644695918622462,0.47897196261682246
1,bce_5y_e20.vol.I,0.5,0.6,367,0.5350357247586986,0.5122615803814714
1,bce_5y_e20.vol.I,0.6,0.7,24,0.6249956543107297,0.375
1,bce_5y_e20.vol.I,0.7,0.8,0,,
1,bce_5y_e20.vol.I,0.8,0.9,0,,
1,bce_5y_e20.vol.I,0.9,1.0,0,,
1,bce_5y_e20.vol.S,0.0,0.1,0,,
1,bce_5y_e20.vol.S,0.1,0.2,1,0.1713008933225302,1.0
1,bce_5y_e20.vol.S,0.2,0.3,14,0.2709403714142417,0.5714285714285714
1,bce_5y_e20.vol.S,0.3,0.4,76,0.355004154829116,0.5263157894736842
1,bce_5y_e20.vol.S,0.4,0.5,406,0.4640622418543176,0.4975369458128079
1,bce_5y_e20.vol.S,0.5,0.6,374,0.5385310232592635,0.4786096256684492
1,bce_5y_e20.vol.S,0.6,0.7,26,0.6276808551523596,0.5
1,bce_5y_e20.vol.S,0.7,0.8,0,,
1,bce_5y_e20.vol.S,0.8,0.9,0,,
1,bce_5y_e20.vol.S,0.9,1.0,0,,
1,bce_5y_e20.order_joint.U,0.0,0.1,0,,
1,bce_5y_e20.order_joint.U,0.1,0.2,0,,
1,bce_5y_e20.order_joint.U,0.2,0.3,4,0.27158371662783615,0.25
1,bce_5y_e20.order_joint.U,0.3,0.4,64,0.36610802254738173,0.5625
1,bce_5y_e20.order_joint.U,0.4,0.5,412,0.4649224997232014,0.47815533980582525
1,bce_5y_e20.order_joint.U,0.5,0.6,372,0.5372385457633662,0.5080645161290323
1,bce_5y_e20.order_joint.U,0.6,0.7,42,0.6258418506743251,0.47619047619047616
1,bce_5y_e20.order_joint.U,0.7,0.8,3,0.7254221462570593,0.0
1,bce_5y_e20.order_joint.U,0.8,0.9,0,,
1,bce_5y_e20.order_joint.U,0.9,1.0,0,,
1,bce_5y_e20.order_joint.W,0.0,0.1,0,,
1,bce_5y_e20.order_joint.W,0.1,0.2,0,,
1,bce_5y_e20.order_joint.W,0.2,0.3,11,0.2724326593324939,0.45454545454545453
1,bce_5y_e20.order_joint.W,0.3,0.4,80,0.36410402831416944,0.575
1,bce_5y_e20.order_joint.W,0.4,0.5,409,0.4623032316693479,0.4767726161369193
1,bce_5y_e20.order_joint.W,0.5,0.6,359,0.5372979012108262,0.5013927576601671
1,bce_5y_e20.order_joint.W,0.6,0.7,35,0.6269273718217131,0.4857142857142857
1,bce_5y_e20.order_joint.W,0.7,0.8,3,0.7201616764441159,0.0
1,bce_5y_e20.order_joint.W,0.8,0.9,0,,
1,bce_5y_e20.order_joint.W,0.9,1.0,0,,
1,bce_5y_e20.order_joint.I,0.0,0.1,0,,
1,bce_5y_e20.order_joint.I,0.1,0.2,0,,
1,bce_5y_e20.order_joint.I,0.2,0.3,4,0.26917568908302497,0.25
1,bce_5y_e20.order_joint.I,0.3,0.4,70,0.3658616257756053,0.5857142857142857
1,bce_5y_e20.order_joint.I,0.4,0.5,422,0.4644040850448628,0.476303317535545
1,bce_5y_e20.order_joint.I,0.5,0.6,363,0.536322011405366,0.509641873278237
1,bce_5y_e20.order_joint.I,0.6,0.7,35,0.6267069335166524,0.42857142857142855
1,bce_5y_e20.order_joint.I,0.7,0.8,3,0.7232988665125825,0.0
1,bce_5y_e20.order_joint.I,0.8,0.9,0,,
1,bce_5y_e20.order_joint.I,0.9,1.0,0,,
1,bce_5y_e20.order_joint.S,0.0,0.1,0,,
1,bce_5y_e20.order_joint.S,0.1,0.2,0,,
1,bce_5y_e20.order_joint.S,0.2,0.3,10,0.27232902842536977,0.5
1,bce_5y_e20.order_joint.S,0.3,0.4,75,0.3638882141634954,0.56
1,bce_5y_e20.order_joint.S,0.4,0.5,399,0.4626238572699209,0.48872180451127817
1,bce_5y_e20.order_joint.S,0.5,0.6,369,0.5383640426812317,0.4905149051490515
1,bce_5y_e20.order_joint.S,0.6,0.7,41,0.6263327251148988,0.4878048780487805
1,bce_5y_e20.order_joint.S,0.7,0.8,3,0.7222216473269595,0.0
1,bce_5y_e20.order_joint.S,0.8,0.9,0,,
1,bce_5y_e20.order_joint.S,0.9,1.0,0,,
1,bce_5y_e20.order_fixed.U,0.0,0.1,0,,
1,bce_5y_e20.order_fixed.U,0.1,0.2,0,,
1,bce_5y_e20.order_fixed.U,0.2,0.3,4,0.2733674965193404,0.25
1,bce_5y_e20.order_fixed.U,0.3,0.4,64,0.3669269518019257,0.5625
1,bce_5y_e20.order_fixed.U,0.4,0.5,412,0.46507192420674476,0.47815533980582525
1,bce_5y_e20.order_fixed.U,0.5,0.6,372,0.5372380944056354,0.5080645161290323
1,bce_5y_e20.order_fixed.U,0.6,0.7,42,0.6256783065757549,0.47619047619047616
1,bce_5y_e20.order_fixed.U,0.7,0.8,3,0.7250921703191592,0.0
1,bce_5y_e20.order_fixed.U,0.8,0.9,0,,
1,bce_5y_e20.order_fixed.U,0.9,1.0,0,,
1,bce_5y_e20.order_fixed.W,0.0,0.1,0,,
1,bce_5y_e20.order_fixed.W,0.1,0.2,0,,
1,bce_5y_e20.order_fixed.W,0.2,0.3,11,0.2700832559424567,0.45454545454545453
1,bce_5y_e20.order_fixed.W,0.3,0.4,79,0.36273339114408404,0.5569620253164557
1,bce_5y_e20.order_fixed.W,0.4,0.5,410,0.46241461469689127,0.48048780487804876
1,bce_5y_e20.order_fixed.W,0.5,0.6,357,0.5372980523809522,0.49859943977591037
1,bce_5y_e20.order_fixed.W,0.6,0.7,37,0.6263631048945422,0.5135135135135135
1,bce_5y_e20.order_fixed.W,0.7,0.8,3,0.7180650400433292,0.0
1,bce_5y_e20.order_fixed.W,0.8,0.9,0,,
1,bce_5y_e20.order_fixed.W,0.9,1.0,0,,
1,bce_5y_e20.order_fixed.I,0.0,0.1,0,,
1,bce_5y_e20.order_fixed.I,0.1,0.2,0,,
1,bce_5y_e20.order_fixed.I,0.2,0.3,4,0.27081996675482783,0.25
1,bce_5y_e20.order_fixed.I,0.3,0.4,70,0.3665872664062646,0.5857142857142857
1,bce_5y_e20.order_fixed.I,0.4,0.5,422,0.46452164164612164,0.476303317535545
1,bce_5y_e20.order_fixed.I,0.5,0.6,362,0.5361755821208594,0.5082872928176796
1,bce_5y_e20.order_fixed.I,0.6,0.7,36,0.6258026350208609,0.4444444444444444
1,bce_5y_e20.order_fixed.I,0.7,0.8,3,0.7228581506065543,0.0
1,bce_5y_e20.order_fixed.I,0.8,0.9,0,,
1,bce_5y_e20.order_fixed.I,0.9,1.0,0,,
1,bce_5y_e20.order_fixed.S,0.0,0.1,0,,
1,bce_5y_e20.order_fixed.S,0.1,0.2,0,,
1,bce_5y_e20.order_fixed.S,0.2,0.3,11,0.27260642836677024,0.45454545454545453
1,bce_5y_e20.order_fixed.S,0.3,0.4,77,0.3652497837986709,0.5584415584415584
1,bce_5y_e20.order_fixed.S,0.4,0.5,398,0.4635771615429211,0.48743718592964824
1,bce_5y_e20.order_fixed.S,0.5,0.6,364,0.538349817974058,0.49175824175824173
1,bce_5y_e20.order_fixed.S,0.6,0.7,44,0.6254797057160151,0.5
1,bce_5y_e20.order_fixed.S,0.7,0.8,3,0.7202436193961423,0.0
1,bce_5y_e20.order_fixed.S,0.8,0.9,0,,
1,bce_5y_e20.order_fixed.S,0.9,1.0,0,,
1,bce_5y_e20.scalar_probe.U,0.0,0.1,0,,
1,bce_5y_e20.scalar_probe.U,0.1,0.2,0,,
1,bce_5y_e20.scalar_probe.U,0.2,0.3,0,,
1,bce_5y_e20.scalar_probe.U,0.3,0.4,0,,
1,bce_5y_e20.scalar_probe.U,0.4,0.5,577,0.47894810424151035,0.49220103986135183
1,bce_5y_e20.scalar_probe.U,0.5,0.6,320,0.5113185577985995,0.496875
1,bce_5y_e20.scalar_probe.U,0.6,0.7,0,,
1,bce_5y_e20.scalar_probe.U,0.7,0.8,0,,
1,bce_5y_e20.scalar_probe.U,0.8,0.9,0,,
1,bce_5y_e20.scalar_probe.U,0.9,1.0,0,,
1,bce_5y_e20.native_bce.U,0.0,0.1,0,,
1,bce_5y_e20.native_bce.U,0.1,0.2,0,,
1,bce_5y_e20.native_bce.U,0.2,0.3,0,,
1,bce_5y_e20.native_bce.U,0.3,0.4,0,,
1,bce_5y_e20.native_bce.U,0.4,0.5,897,0.4902085127792346,0.4938684503901895
1,bce_5y_e20.native_bce.U,0.5,0.6,0,,
1,bce_5y_e20.native_bce.U,0.6,0.7,0,,
1,bce_5y_e20.native_bce.U,0.7,0.8,0,,
1,bce_5y_e20.native_bce.U,0.8,0.9,0,,
1,bce_5y_e20.native_bce.U,0.9,1.0,0,,
1,mse_3y_e10.add.U,0.0,0.1,0,,
1,mse_3y_e10.add.U,0.1,0.2,0,,
1,mse_3y_e10.add.U,0.2,0.3,1,0.2592035398384094,0.0
1,mse_3y_e10.add.U,0.3,0.4,88,0.3686086438782274,0.5795454545454546
1,mse_3y_e10.add.U,0.4,0.5,405,0.45800052185900086,0.47901234567901235
1,mse_3y_e10.add.U,0.5,0.6,370,0.5367463445854427,0.5
1,mse_3y_e10.add.U,0.6,0.7,33,0.6170900222693566,0.3939393939393939
1,mse_3y_e10.add.U,0.7,0.8,0,,
1,mse_3y_e10.add.U,0.8,0.9,0,,
1,mse_3y_e10.add.U,0.9,1.0,0,,
1,mse_3y_e10.add.W,0.0,0.1,0,,
1,mse_3y_e10.add.W,0.1,0.2,0,,
1,mse_3y_e10.add.W,0.2,0.3,3,0.27585213818158055,0.3333333333333333
1,mse_3y_e10.add.W,0.3,0.4,101,0.3677528508262198,0.5643564356435643
1,mse_3y_e10.add.W,0.4,0.5,372,0.4604873898729874,0.49731182795698925
1,mse_3y_e10.add.W,0.5,0.6,389,0.5388543134708115,0.480719794344473
1,mse_3y_e10.add.W,0.6,0.7,32,0.6171812776391765,0.40625
1,mse_3y_e10.add.W,0.7,0.8,0,,
1,mse_3y_e10.add.W,0.8,0.9,0,,
1,mse_3y_e10.add.W,0.9,1.0,0,,
1,mse_3y_e10.add.I,0.0,0.1,0,,
1,mse_3y_e10.add.I,0.1,0.2,0,,
1,mse_3y_e10.add.I,0.2,0.3,1,0.25452267271697504,0.0
1,mse_3y_e10.add.I,0.3,0.4,95,0.3678893531928058,0.5789473684210527
1,mse_3y_e10.add.I,0.4,0.5,401,0.4580014403214674,0.47880299251870323
1,mse_3y_e10.add.I,0.5,0.6,373,0.5375679380203564,0.5013404825737265
1,mse_3y_e10.add.I,0.6,0.7,27,0.6183029775962118,0.3333333333333333
1,mse_3y_e10.add.I,0.7,0.8,0,,
1,mse_3y_e10.add.I,0.8,0.9,0,,
1,mse_3y_e10.add.I,0.9,1.0,0,,
1,mse_3y_e10.add.S,0.0,0.1,0,,
1,mse_3y_e10.add.S,0.1,0.2,0,,
1,mse_3y_e10.add.S,0.2,0.3,3,0.2807481191714521,0.3333333333333333
1,mse_3y_e10.add.S,0.3,0.4,87,0.366688528230796,0.5517241379310345
1,mse_3y_e10.add.S,0.4,0.5,382,0.4591874446609994,0.4973821989528796
1,mse_3y_e10.add.S,0.5,0.6,392,0.5386302578110218,0.4872448979591837
1,mse_3y_e10.add.S,0.6,0.7,33,0.6182339621345783,0.3939393939393939
1,mse_3y_e10.add.S,0.7,0.8,0,,
1,mse_3y_e10.add.S,0.8,0.9,0,,
1,mse_3y_e10.add.S,0.9,1.0,0,,
1,mse_3y_e10.vol.U,0.0,0.1,0,,
1,mse_3y_e10.vol.U,0.1,0.2,0,,
1,mse_3y_e10.vol.U,0.2,0.3,0,,
1,mse_3y_e10.vol.U,0.3,0.4,76,0.3677938049316802,0.5657894736842105
1,mse_3y_e10.vol.U,0.4,0.5,452,0.4588795626999364,0.48672566371681414
1,mse_3y_e10.vol.U,0.5,0.6,343,0.5349629131248407,0.49854227405247814
1,mse_3y_e10.vol.U,0.6,0.7,26,0.6161139868362295,0.34615384615384615
1,mse_3y_e10.vol.U,0.7,0.8,0,,
1,mse_3y_e10.vol.U,0.8,0.9,0,,
1,mse_3y_e10.vol.U,0.9,1.0,0,,
1,mse_3y_e10.vol.W,0.0,0.1,0,,
1,mse_3y_e10.vol.W,0.1,0.2,0,,
1,mse_3y_e10.vol.W,0.2,0.3,3,0.29119626975258855,0.3333333333333333
1,mse_3y_e10.vol.W,0.3,0.4,94,0.3689136645525836,0.5638297872340425
1,mse_3y_e10.vol.W,0.4,0.5,402,0.45872468437505276,0.4900497512437811
1,mse_3y_e10.vol.W,0.5,0.6,368,0.5371629808268672,0.48641304347826086
1,mse_3y_e10.vol.W,0.6,0.7,30,0.6185930592410549,0.43333333333333335
1,mse_3y_e10.vol.W,0.7,0.8,0,,
1,mse_3y_e10.vol.W,0.8,0.9,0,,
