cutoff,row_index,date,year,joint_completed,actual_return,actual_up,training_frequency,method,seed,score,probability,logit,direction_up
2015-12-31,1389,2016-10-21,2016,2016-10-31,-3.000741183079025e-05,0,0.5033613445378151,native_mse,20260911,0.0120922435867394,,,True
2015-12-31,1394,2016-10-28,2016,2016-11-07,0.0063107480772175,1,0.5033613445378151,native_mse,20260911,0.0076039856661657,,,True
2015-12-31,1399,2016-11-04,2016,2016-11-14,0.0166336657283265,1,0.5033613445378151,native_mse,20260911,0.0078262619730338,,,True
2015-12-31,1404,2016-11-11,2016,2016-11-21,0.0010060952358605,1,0.5033613445378151,native_mse,20260911,0.013136588763036,,,True
2015-12-31,1409,2016-11-18,2016,2016-11-28,0.0369302448244033,1,0.5033613445378151,native_mse,20260911,0.0091834808981916,,,True
2015-12-31,1414,2016-11-25,2016,2016-12-05,-0.0183656052539364,0,0.5033613445378151,native_mse,20260911,0.0103153837279687,,,True
2015-12-31,1419,2016-12-02,2016,2016-12-12,0.0044851440399114,1,0.5033613445378151,native_mse,20260911,0.0062523760718901,,,True
2015-12-31,1424,2016-12-09,2016,2016-12-19,-0.0421090944524212,0,0.5033613445378151,native_mse,20260911,0.0086895410739552,,,True
2015-12-31,1429,2016-12-16,2016,2016-12-26,-0.0146962906227374,0,0.5033613445378151,native_mse,20260911,0.0021790205736609,,,True
2015-12-31,1434,2016-12-23,2016,2017-01-03,0.0062947510339423,1,0.5033613445378151,native_mse,20260911,-0.0008230267199804,,,False
2015-12-31,1439,2016-12-30,2016,2017-01-09,0.0095957995745259,1,0.5033613445378151,native_mse,20260911,0.0001391847345587,,,True
2015-12-31,1200,2016-01-08,2016,2016-01-18,-0.0711115551357504,0,0.5033613445378151,native_mse,20260912,0.0041574420533605,,,True
2015-12-31,1205,2016-01-15,2016,2016-01-25,0.0198159851119374,1,0.5033613445378151,native_mse,20260912,0.0049720712783687,,,True
2015-12-31,1210,2016-01-22,2016,2016-02-01,-0.0607184974257198,0,0.5033613445378151,native_mse,20260912,0.0046991004956647,,,True
2015-12-31,1215,2016-01-29,2016,2016-02-15,-0.0172199085415646,0,0.5033613445378151,native_mse,20260912,0.0041471744206162,,,True
2015-12-31,1220,2016-02-05,2016,2016-02-22,0.0676838282388703,1,0.5033613445378151,native_mse,20260912,-0.0012381309385361,,,False
2015-12-31,1225,2016-02-19,2016,2016-02-29,-0.0468071583985368,0,0.5033613445378151,native_mse,20260912,-0.001361893993334,,,False
2015-12-31,1230,2016-02-26,2016,2016-03-07,0.0576340837806761,1,0.5033613445378151,native_mse,20260912,-0.0011329106410219,,,False
2015-12-31,1235,2016-03-04,2016,2016-03-14,-0.0223319395303955,0,0.5033613445378151,native_mse,20260912,-0.0009689247295635,,,False
2015-12-31,1240,2016-03-11,2016,2016-03-21,0.053862881920798,1,0.5033613445378151,native_mse,20260912,-0.0011922523420085,,,False
2015-12-31,1245,2016-03-18,2016,2016-03-28,0.0011425752897802,1,0.5033613445378151,native_mse,20260912,-0.0012942332450187,,,False
2015-12-31,1250,2016-03-25,2016,2016-04-05,0.0013564290057532,1,0.5033613445378151,native_mse,20260912,-0.0015495875558933,,,False
2015-12-31,1255,2016-04-01,2016,2016-04-11,0.0006881948120698,1,0.5033613445378151,native_mse,20260912,-0.0008062508190515,,,False
2015-12-31,1259,2016-04-08,2016,2016-04-18,0.0121860520116632,1,0.5033613445378151,native_mse,20260912,-0.0008068143567256,,,False
2015-12-31,1264,2016-04-15,2016,2016-04-25,-0.0270331758217096,0,0.5033613445378151,native_mse,20260912,-0.0009452722483272,,,False
2015-12-31,1269,2016-04-22,2016,2016-05-03,-0.001554630080196,0,0.5033613445378151,native_mse,20260912,-0.0012335409478585,,,False
2015-12-31,1274,2016-04-29,2016,2016-05-09,-0.0140482685722606,0,0.5033613445378151,native_mse,20260912,-0.0012568036883336,,,False
2015-12-31,1278,2016-05-06,2016,2016-05-16,-0.0163380335940783,0,0.5033613445378151,native_mse,20260912,-0.001084343638296,,,False
2015-12-31,1283,2016-05-13,2016,2016-05-23,0.0045618740883592,1,0.5033613445378151,native_mse,20260912,-0.001068033011119,,,False
2015-12-31,1288,2016-05-20,2016,2016-05-30,-0.0072112807819367,0,0.5033613445378151,native_mse,20260912,0.0047369330528209,,,True
2015-12-31,1293,2016-05-27,2016,2016-06-06,0.04465188413479,1,0.5033613445378151,native_mse,20260912,0.004270117859591,,,True
2015-12-31,1298,2016-06-03,2016,2016-06-20,-0.0243894035918542,0,0.5033613445378151,native_mse,20260912,0.0047126246895017,,,True
2015-12-31,1306,2016-06-17,2016,2016-06-27,-0.0159812000988791,0,0.5033613445378151,native_mse,20260912,0.0051674100108531,,,True
2015-12-31,1311,2016-06-24,2016,2016-07-04,0.0232486060950105,1,0.5033613445378151,native_mse,20260912,0.0049171516906601,,,True
2015-12-31,1316,2016-07-01,2016,2016-07-11,0.0199751944114092,1,0.5033613445378151,native_mse,20260912,0.0048908302192295,,,True
2015-12-31,1321,2016-07-08,2016,2016-07-18,0.0220910023006901,1,0.5033613445378151,native_mse,20260912,0.0027170760967448,,,True
2015-12-31,1326,2016-07-15,2016,2016-07-25,-0.0151511907783871,0,0.5033613445378151,native_mse,20260912,0.0029488747770215,,,True
2015-12-31,1331,2016-07-22,2016,2016-08-01,-0.0073722815876181,0,0.5033613445378151,native_mse,20260912,-0.0012992520452458,,,False
2015-12-31,1336,2016-07-29,2016,2016-08-08,0.0009823459296778,1,0.5033613445378151,native_mse,20260912,-0.0007332345685879,,,False
2015-12-31,1341,2016-08-05,2016,2016-08-15,0.0324731135746365,1,0.5033613445378151,native_mse,20260912,-0.0017761434341571,,,False
2015-12-31,1346,2016-08-12,2016,2016-08-22,0.0185290013228514,1,0.5033613445378151,native_mse,20260912,-0.0014590573595722,,,False
2015-12-31,1351,2016-08-19,2016,2016-08-29,-0.0172705873961267,0,0.5033613445378151,native_mse,20260912,-0.0014978543238488,,,False
2015-12-31,1356,2016-08-26,2016,2016-09-05,0.0043670631500316,1,0.5033613445378151,native_mse,20260912,-0.0008712309749262,,,False
2015-12-31,1361,2016-09-02,2016,2016-09-12,-0.0147967034125161,0,0.5033613445378151,native_mse,20260912,0.0039224683902848,,,True
2015-12-31,1366,2016-09-09,2016,2016-09-26,-0.001277556871147,0,0.5033613445378151,native_mse,20260912,0.00483740519026,,,True
