cutoff,history,method,family,component,accepted,training_n,validation_n,n,changed_probability_weeks,recoveries,regressions,brier_difference
2024-12-31,quarter_volatility2_validated,learned_order_offset,volatility,low,False,46,2,8,0,0,0,0.0
2024-12-31,quarter_volatility2_validated,learned_order_offset,volatility,high,False,6,11,4,0,0,0,0.0
2025-03-31,quarter_trend2_validated,learned_market,trend,negative,False,28,9,10,0,0,0,0.0
2025-03-31,quarter_trend2_validated,learned_market,trend,nonnegative,False,24,4,1,0,0,0,0.0
2025-03-31,quarter_volatility2_validated,learned_market,volatility,low,False,37,9,8,0,0,0,0.0
2025-03-31,quarter_volatility2_validated,learned_market,volatility,high,False,15,4,3,0,0,0,0.0
2025-03-31,quarter_trend2_validated,learned_vol_interaction,trend,negative,False,28,9,10,0,0,0,0.0
2025-03-31,quarter_trend2_validated,learned_vol_interaction,trend,nonnegative,False,24,4,1,0,0,0,0.0
2025-03-31,quarter_volatility2_validated,learned_vol_interaction,volatility,low,False,37,9,8,0,0,0,0.0
2025-03-31,quarter_volatility2_validated,learned_vol_interaction,volatility,high,False,15,4,3,0,0,0,0.0
2025-03-31,quarter_trend2_validated,learned_order_extension,trend,negative,False,28,9,10,0,0,0,0.0
2025-03-31,quarter_trend2_validated,learned_order_extension,trend,nonnegative,False,24,4,1,0,0,0,0.0
2025-03-31,quarter_volatility2_validated,learned_order_extension,volatility,low,False,37,9,8,0,0,0,0.0
2025-03-31,quarter_volatility2_validated,learned_order_extension,volatility,high,False,15,4,3,0,0,0,0.0
2025-03-31,quarter_trend2_validated,learned_order_offset,trend,negative,False,28,9,10,0,0,0,0.0
2025-03-31,quarter_trend2_validated,learned_order_offset,trend,nonnegative,False,24,4,1,0,0,0,0.0
2025-03-31,quarter_volatility2_validated,learned_order_offset,volatility,low,False,37,9,8,0,0,0,0.0
2025-03-31,quarter_volatility2_validated,learned_order_offset,volatility,high,False,15,4,3,0,0,0,0.0
2025-06-30,quarter_trend2_validated,learned_market,trend,negative,False,25,12,0,0,0,0,
2025-06-30,quarter_trend2_validated,learned_market,trend,nonnegative,False,27,1,13,0,0,0,0.0
2025-06-30,quarter_volatility2_validated,learned_market,volatility,low,True,32,10,9,9,0,0,0.003462631950691331
2025-06-30,quarter_volatility2_validated,learned_market,volatility,high,False,20,3,4,0,0,0,0.0
2025-06-30,quarter_trend2_validated,learned_vol_interaction,trend,negative,False,25,12,0,0,0,0,
2025-06-30,quarter_trend2_validated,learned_vol_interaction,trend,nonnegative,False,27,1,13,0,0,0,0.0
2025-06-30,quarter_volatility2_validated,learned_vol_interaction,volatility,low,True,32,10,9,9,0,0,0.0033604372342719013
2025-06-30,quarter_volatility2_validated,learned_vol_interaction,volatility,high,False,20,3,4,0,0,0,0.0
2025-06-30,quarter_trend2_validated,learned_order_extension,trend,negative,False,25,12,0,0,0,0,
2025-06-30,quarter_trend2_validated,learned_order_extension,trend,nonnegative,False,27,1,13,0,0,0,0.0
2025-06-30,quarter_volatility2_validated,learned_order_extension,volatility,low,True,32,10,9,9,0,0,0.004691664974540831
2025-06-30,quarter_volatility2_validated,learned_order_extension,volatility,high,False,20,3,4,0,0,0,0.0
2025-06-30,quarter_trend2_validated,learned_order_offset,trend,negative,False,25,12,0,0,0,0,
2025-06-30,quarter_trend2_validated,learned_order_offset,trend,nonnegative,False,27,1,13,0,0,0,0.0
2025-06-30,quarter_volatility2_validated,learned_order_offset,volatility,low,True,32,10,9,9,0,0,0.004740577085125387
2025-06-30,quarter_volatility2_validated,learned_order_offset,volatility,high,False,20,3,4,0,0,0,0.0
2025-09-30,quarter_trend2_validated,learned_market,trend,negative,False,33,0,0,0,0,0,
2025-09-30,quarter_trend2_validated,learned_market,trend,nonnegative,False,19,13,12,0,0,0,0.0
2025-09-30,quarter_volatility2_validated,learned_market,volatility,low,False,34,10,6,0,0,0,0.0
2025-09-30,quarter_volatility2_validated,learned_market,volatility,high,False,18,3,6,0,0,0,0.0
2025-09-30,quarter_trend2_validated,learned_vol_interaction,trend,negative,False,33,0,0,0,0,0,
2025-09-30,quarter_trend2_validated,learned_vol_interaction,trend,nonnegative,False,19,13,12,0,0,0,0.0
2025-09-30,quarter_volatility2_validated,learned_vol_interaction,volatility,low,False,34,10,6,0,0,0,0.0
2025-09-30,quarter_volatility2_validated,learned_vol_interaction,volatility,high,False,18,3,6,0,0,0,0.0
2025-09-30,quarter_trend2_validated,learned_order_extension,trend,negative,False,33,0,0,0,0,0,
2025-09-30,quarter_trend2_validated,learned_order_extension,trend,nonnegative,False,19,13,12,0,0,0,0.0
2025-09-30,quarter_volatility2_validated,learned_order_extension,volatility,low,False,34,10,6,0,0,0,0.0
2025-09-30,quarter_volatility2_validated,learned_order_extension,volatility,high,False,18,3,6,0,0,0,0.0
2025-09-30,quarter_trend2_validated,learned_order_offset,trend,negative,False,33,0,0,0,0,0,
2025-09-30,quarter_trend2_validated,learned_order_offset,trend,nonnegative,False,19,13,12,0,0,0,0.0
2025-09-30,quarter_volatility2_validated,learned_order_offset,volatility,low,False,34,10,6,0,0,0,0.0
2025-09-30,quarter_volatility2_validated,learned_order_offset,volatility,high,False,18,3,6,0,0,0,0.0
2025-12-31,quarter_trend2_validated,learned_market,trend,negative,False,26,0,3,0,0,0,0.0
2025-12-31,quarter_trend2_validated,learned_market,trend,nonnegative,False,26,13,8,0,0,0,0.0
2025-12-31,quarter_volatility2_validated,learned_market,volatility,low,False,33,5,9,0,0,0,0.0
2025-12-31,quarter_volatility2_validated,learned_market,volatility,high,False,19,8,2,0,0,0,0.0
2025-12-31,quarter_trend2_validated,learned_vol_interaction,trend,negative,False,26,0,3,0,0,0,0.0
2025-12-31,quarter_trend2_validated,learned_vol_interaction,trend,nonnegative,False,26,13,8,0,0,0,0.0
2025-12-31,quarter_volatility2_validated,learned_vol_interaction,volatility,low,False,33,5,9,0,0,0,0.0
2025-12-31,quarter_volatility2_validated,learned_vol_interaction,volatility,high,False,19,8,2,0,0,0,0.0
2025-12-31,quarter_trend2_validated,learned_order_extension,trend,negative,False,26,0,3,0,0,0,0.0
2025-12-31,quarter_trend2_validated,learned_order_extension,trend,nonnegative,False,26,13,8,0,0,0,0.0
2025-12-31,quarter_volatility2_validated,learned_order_extension,volatility,low,False,33,5,9,0,0,0,0.0
2025-12-31,quarter_volatility2_validated,learned_order_extension,volatility,high,False,19,8,2,0,0,0,0.0
2025-12-31,quarter_trend2_validated,learned_order_offset,trend,negative,False,26,0,3,0,0,0,0.0
2025-12-31,quarter_trend2_validated,learned_order_offset,trend,nonnegative,False,26,13,8,0,0,0,0.0
2025-12-31,quarter_volatility2_validated,learned_order_offset,volatility,low,False,33,5,9,0,0,0,0.0
2025-12-31,quarter_volatility2_validated,learned_order_offset,volatility,high,False,19,8,2,0,0,0,0.0
2026-03-31,quarter_trend2_validated,learned_market,trend,negative,False,20,2,3,0,0,0,0.0
2026-03-31,quarter_trend2_validated,learned_market,trend,nonnegative,False,32,11,8,0,0,0,0.0
2026-03-31,quarter_volatility2_validated,learned_market,volatility,low,False,29,12,2,0,0,0,0.0
2026-03-31,quarter_volatility2_validated,learned_market,volatility,high,False,23,1,9,0,0,0,0.0
2026-03-31,quarter_trend2_validated,learned_vol_interaction,trend,negative,False,20,2,3,0,0,0,0.0
2026-03-31,quarter_trend2_validated,learned_vol_interaction,trend,nonnegative,False,32,11,8,0,0,0,0.0
2026-03-31,quarter_volatility2_validated,learned_vol_interaction,volatility,low,False,29,12,2,0,0,0,0.0
2026-03-31,quarter_volatility2_validated,learned_vol_interaction,volatility,high,False,23,1,9,0,0,0,0.0
2026-03-31,quarter_trend2_validated,learned_order_extension,trend,negative,False,20,2,3,0,0,0,0.0
2026-03-31,quarter_trend2_validated,learned_order_extension,trend,nonnegative,False,32,11,8,0,0,0,0.0
2026-03-31,quarter_volatility2_validated,learned_order_extension,volatility,low,False,29,12,2,0,0,0,0.0
2026-03-31,quarter_volatility2_validated,learned_order_extension,volatility,high,False,23,1,9,0,0,0,0.0
2026-03-31,quarter_trend2_validated,learned_order_offset,trend,negative,False,20,2,3,0,0,0,0.0
2026-03-31,quarter_trend2_validated,learned_order_offset,trend,nonnegative,False,32,11,8,0,0,0,0.0
2026-03-31,quarter_volatility2_validated,learned_order_offset,volatility,low,False,29,12,2,0,0,0,0.0
2026-03-31,quarter_volatility2_validated,learned_order_offset,volatility,high,False,23,1,9,0,0,0,0.0
2026-06-30,quarter_trend2_validated,learned_market,trend,negative,False,19,4,6,0,0,0,0.0
2026-06-30,quarter_trend2_validated,learned_market,trend,nonnegative,True,33,9,2,2,0,1,0.0420618663704907
2026-06-30,quarter_volatility2_validated,learned_market,volatility,low,False,38,4,0,0,0,0,
2026-06-30,quarter_volatility2_validated,learned_market,volatility,high,True,14,9,8,8,1,3,0.011613957291319185
2026-06-30,quarter_trend2_validated,learned_vol_interaction,trend,negative,False,19,4,6,0,0,0,0.0
2026-06-30,quarter_trend2_validated,learned_vol_interaction,trend,nonnegative,True,33,9,2,2,0,0,0.043505714093060116
2026-06-30,quarter_volatility2_validated,learned_vol_interaction,volatility,low,False,38,4,0,0,0,0,
2026-06-30,quarter_volatility2_validated,learned_vol_interaction,volatility,high,True,14,9,8,8,0,1,0.01249401146891108
2026-06-30,quarter_trend2_validated,learned_order_extension,trend,negative,False,19,4,6,0,0,0,0.0
2026-06-30,quarter_trend2_validated,learned_order_extension,trend,nonnegative,False,33,9,2,0,0,0,0.0
2026-06-30,quarter_volatility2_validated,learned_order_extension,volatility,low,False,38,4,0,0,0,0,
2026-06-30,quarter_volatility2_validated,learned_order_extension,volatility,high,False,14,9,8,0,0,0,0.0
2026-06-30,quarter_trend2_validated,learned_order_offset,trend,negative,False,19,4,6,0,0,0,0.0
2026-06-30,quarter_trend2_validated,learned_order_offset,trend,nonnegative,False,33,9,2,0,0,0,0.0
2026-06-30,quarter_volatility2_validated,learned_order_offset,volatility,low,False,38,4,0,0,0,0,
2026-06-30,quarter_volatility2_validated,learned_order_offset,volatility,high,False,14,9,8,0,0,0,0.0
