cutoff,method,family,component,reason,accepted
2026-06-30,learned_vol_interaction,state,negative_low,insufficient_validation,False
2026-06-30,learned_vol_interaction,state,negative_high,insufficient_state_train,False
2026-06-30,learned_vol_interaction,state,nonnegative_low,insufficient_validation,False
2026-06-30,learned_vol_interaction,state,nonnegative_high,accepted,True
2026-06-30,learned_vol_interaction,global,all,accepted,True
2026-06-30,learned_order_extension,state,negative_low,insufficient_validation,False
2026-06-30,learned_order_extension,state,negative_high,insufficient_state_train,False
2026-06-30,learned_order_extension,state,nonnegative_low,insufficient_validation,False
2026-06-30,learned_order_extension,state,nonnegative_high,direction_worse,False
2026-06-30,learned_order_extension,global,all,direction_worse,False
2026-06-30,learned_order_offset,state,negative_low,insufficient_validation,False
2026-06-30,learned_order_offset,state,negative_high,insufficient_state_train,False
2026-06-30,learned_order_offset,state,nonnegative_low,insufficient_validation,False
2026-06-30,learned_order_offset,state,nonnegative_high,direction_worse,False
2026-06-30,learned_order_offset,global,all,direction_worse,False
