cutoff,method,seed,family,component,coefficient_gap
2025-06-30,learned_order_extension,20260911,global,all,1.3877787807814457e-17
2025-06-30,learned_order_extension,20260912,state,negative_low,3.469446951953614e-17
2025-06-30,learned_order_extension,20260912,state,nonnegative_low,6.938893903907228e-18
2025-06-30,learned_order_extension,20260912,state,nonnegative_high,6.938893903907228e-18
2025-06-30,learned_order_extension,20260912,global,all,2.42861286636753e-17
2025-06-30,learned_order_offset,20260910,state,negative_low,1.734723475976807e-17
2025-06-30,learned_order_offset,20260910,state,nonnegative_low,1.1275702593849246e-17
2025-06-30,learned_order_offset,20260910,state,nonnegative_high,1.3877787807814457e-17
2025-06-30,learned_order_offset,20260910,global,all,1.3877787807814457e-17
2025-06-30,learned_order_offset,20260911,state,negative_low,6.938893903907228e-18
2025-06-30,learned_order_offset,20260911,state,nonnegative_low,0.0
2025-06-30,learned_order_offset,20260911,state,nonnegative_high,1.3877787807814457e-17
2025-06-30,learned_order_offset,20260911,global,all,1.3877787807814457e-17
2025-06-30,learned_order_offset,20260912,state,negative_low,2.0816681711721685e-17
2025-06-30,learned_order_offset,20260912,state,nonnegative_low,1.734723475976807e-17
2025-06-30,learned_order_offset,20260912,state,nonnegative_high,1.3877787807814457e-17
2025-06-30,learned_order_offset,20260912,global,all,0.0
2025-09-30,learned_market,20260910,state,negative_low,6.938893903907228e-17
2025-09-30,learned_market,20260910,state,nonnegative_high,1.3877787807814457e-17
2025-09-30,learned_market,20260910,global,all,2.498001805406602e-16
2025-09-30,learned_market,20260911,state,negative_low,8.326672684688674e-17
2025-09-30,learned_market,20260911,state,nonnegative_high,6.938893903907228e-18
2025-09-30,learned_market,20260911,global,all,3.677613769070831e-16
2025-09-30,learned_market,20260912,state,negative_low,8.326672684688674e-17
2025-09-30,learned_market,20260912,state,nonnegative_high,3.469446951953614e-18
2025-09-30,learned_market,20260912,global,all,2.7755575615628914e-17
2025-09-30,learned_vol_interaction,20260910,state,negative_low,2.7755575615628914e-17
2025-09-30,learned_vol_interaction,20260910,state,nonnegative_high,1.734723475976807e-17
2025-09-30,learned_vol_interaction,20260910,global,all,9.71445146547012e-17
2025-09-30,learned_vol_interaction,20260911,state,negative_low,1.0408340855860843e-16
2025-09-30,learned_vol_interaction,20260911,state,nonnegative_high,1.0408340855860843e-17
2025-09-30,learned_vol_interaction,20260911,global,all,3.400058012914542e-16
2025-09-30,learned_vol_interaction,20260912,state,negative_low,1.1796119636642288e-16
2025-09-30,learned_vol_interaction,20260912,state,nonnegative_high,3.469446951953614e-18
2025-09-30,learned_vol_interaction,20260912,global,all,3.469446951953614e-17
2025-09-30,learned_order_extension,20260910,state,negative_low,2.7755575615628914e-17
2025-09-30,learned_order_extension,20260910,state,nonnegative_high,3.469446951953614e-18
2025-09-30,learned_order_extension,20260910,global,all,4.163336342344337e-17
2025-09-30,learned_order_extension,20260911,state,negative_low,4.163336342344337e-17
2025-09-30,learned_order_extension,20260911,state,nonnegative_high,0.0
2025-09-30,learned_order_extension,20260911,global,all,1.942890293094024e-16
2025-09-30,learned_order_extension,20260912,state,negative_low,1.3877787807814457e-17
2025-09-30,learned_order_extension,20260912,state,nonnegative_high,3.469446951953614e-18
2025-09-30,learned_order_extension,20260912,global,all,2.7755575615628914e-17
2025-09-30,learned_order_offset,20260910,state,negative_low,0.0
2025-09-30,learned_order_offset,20260910,state,nonnegative_high,0.0
2025-09-30,learned_order_offset,20260910,global,all,9.71445146547012e-17
2025-09-30,learned_order_offset,20260911,state,negative_low,5.551115123125783e-17
2025-09-30,learned_order_offset,20260911,state,nonnegative_high,1.0408340855860843e-17
2025-09-30,learned_order_offset,20260911,global,all,1.734723475976807e-16
2025-09-30,learned_order_offset,20260912,state,negative_low,1.3877787807814457e-17
2025-09-30,learned_order_offset,20260912,state,nonnegative_high,1.214306433183765e-17
2025-09-30,learned_order_offset,20260912,global,all,1.3877787807814457e-17
2026-03-31,learned_market,20260910,state,negative_low,1.3877787807814457e-17
2026-03-31,learned_market,20260910,state,nonnegative_low,0.0
2026-03-31,learned_market,20260910,state,nonnegative_high,2.42861286636753e-17
2026-03-31,learned_market,20260910,global,all,2.7755575615628914e-17
2026-03-31,learned_market,20260911,state,negative_low,1.8214596497756474e-17
2026-03-31,learned_market,20260911,state,nonnegative_low,2.7755575615628914e-17
2026-03-31,learned_market,20260911,state,nonnegative_high,2.0816681711721685e-17
2026-03-31,learned_market,20260911,global,all,2.7755575615628914e-17
2026-03-31,learned_market,20260912,state,negative_low,0.0
2026-03-31,learned_market,20260912,state,nonnegative_low,2.7755575615628914e-17
2026-03-31,learned_market,20260912,state,nonnegative_high,6.5052130349130266e-18
2026-03-31,learned_market,20260912,global,all,2.7755575615628914e-17
2026-03-31,learned_vol_interaction,20260910,state,negative_low,1.0408340855860843e-17
2026-03-31,learned_vol_interaction,20260910,state,nonnegative_low,0.0
2026-03-31,learned_vol_interaction,20260910,state,nonnegative_high,1.0408340855860843e-17
2026-03-31,learned_vol_interaction,20260910,global,all,0.0
2026-03-31,learned_vol_interaction,20260911,state,negative_low,7.37257477290143e-18
2026-03-31,learned_vol_interaction,20260911,state,nonnegative_low,2.7755575615628914e-17
2026-03-31,learned_vol_interaction,20260911,state,nonnegative_high,0.0
2026-03-31,learned_vol_interaction,20260911,global,all,0.0
2026-03-31,learned_vol_interaction,20260912,state,negative_low,1.0408340855860843e-17
2026-03-31,learned_vol_interaction,20260912,state,nonnegative_low,0.0
2026-03-31,learned_vol_interaction,20260912,state,nonnegative_high,5.204170427930421e-18
2026-03-31,learned_vol_interaction,20260912,global,all,2.7755575615628914e-17
2026-03-31,learned_order_extension,20260910,state,negative_low,1.0408340855860843e-17
2026-03-31,learned_order_extension,20260910,state,nonnegative_low,0.0
2026-03-31,learned_order_extension,20260910,state,nonnegative_high,6.938893903907228e-18
2026-03-31,learned_order_extension,20260910,global,all,2.7755575615628914e-17
2026-03-31,learned_order_extension,20260911,state,negative_low,6.938893903907228e-18
2026-03-31,learned_order_extension,20260911,state,nonnegative_low,5.551115123125783e-17
2026-03-31,learned_order_extension,20260911,state,nonnegative_high,6.938893903907228e-18
2026-03-31,learned_order_extension,20260911,global,all,0.0
2026-03-31,learned_order_extension,20260912,state,negative_low,5.204170427930421e-18
2026-03-31,learned_order_extension,20260912,state,nonnegative_low,0.0
2026-03-31,learned_order_extension,20260912,state,nonnegative_high,2.6020852139652106e-17
2026-03-31,learned_order_extension,20260912,global,all,2.7755575615628914e-17
2026-03-31,learned_order_offset,20260910,state,negative_low,6.938893903907228e-18
2026-03-31,learned_order_offset,20260910,state,nonnegative_low,5.551115123125783e-17
2026-03-31,learned_order_offset,20260910,state,nonnegative_high,6.938893903907228e-18
2026-03-31,learned_order_offset,20260910,global,all,0.0
2026-03-31,learned_order_offset,20260911,state,negative_low,1.3010426069826053e-17
2026-03-31,learned_order_offset,20260911,state,nonnegative_low,2.7755575615628914e-17
2026-03-31,learned_order_offset,20260911,state,nonnegative_high,1.3877787807814457e-17
2026-03-31,learned_order_offset,20260911,global,all,2.7755575615628914e-17
2026-03-31,learned_order_offset,20260912,state,negative_low,1.734723475976807e-18
2026-03-31,learned_order_offset,20260912,state,nonnegative_low,2.7755575615628914e-17
2026-03-31,learned_order_offset,20260912,state,nonnegative_high,8.673617379884035e-18
2026-03-31,learned_order_offset,20260912,global,all,2.7755575615628914e-17
2026-06-30,learned_market,20260910,state,negative_low,0.0
2026-06-30,learned_market,20260910,state,nonnegative_low,0.0
2026-06-30,learned_market,20260910,state,nonnegative_high,1.3877787807814457e-17
2026-06-30,learned_market,20260910,global,all,0.0
2026-06-30,learned_market,20260911,state,negative_low,8.890457814381136e-18
2026-06-30,learned_market,20260911,state,nonnegative_low,2.7755575615628914e-17
2026-06-30,learned_market,20260911,state,nonnegative_high,0.0
2026-06-30,learned_market,20260911,global,all,0.0
2026-06-30,learned_market,20260912,state,negative_low,6.938893903907228e-18
2026-06-30,learned_market,20260912,state,nonnegative_low,1.3877787807814457e-17
2026-06-30,learned_market,20260912,state,nonnegative_high,2.7755575615628914e-17
2026-06-30,learned_market,20260912,global,all,2.7755575615628914e-17
2026-06-30,learned_vol_interaction,20260910,state,negative_low,7.37257477290143e-18
2026-06-30,learned_vol_interaction,20260910,state,nonnegative_low,0.0
2026-06-30,learned_vol_interaction,20260910,state,nonnegative_high,0.0
2026-06-30,learned_vol_interaction,20260910,global,all,0.0
2026-06-30,learned_vol_interaction,20260911,state,negative_low,1.1492543028346347e-17
2026-06-30,learned_vol_interaction,20260911,state,nonnegative_low,0.0
2026-06-30,learned_vol_interaction,20260911,state,nonnegative_high,0.0
2026-06-30,learned_vol_interaction,20260911,global,all,5.551115123125783e-17
2026-06-30,learned_vol_interaction,20260912,state,negative_low,0.0
2026-06-30,learned_vol_interaction,20260912,state,nonnegative_low,2.7755575615628914e-17
2026-06-30,learned_vol_interaction,20260912,state,nonnegative_high,0.0
2026-06-30,learned_vol_interaction,20260912,global,all,0.0
2026-06-30,learned_order_extension,20260910,state,negative_low,6.071532165918825e-18
2026-06-30,learned_order_extension,20260910,state,nonnegative_low,2.7755575615628914e-17
2026-06-30,learned_order_extension,20260910,state,nonnegative_high,4.163336342344337e-17
2026-06-30,learned_order_extension,20260910,global,all,5.551115123125783e-17
2026-06-30,learned_order_extension,20260911,state,negative_low,5.041540102057596e-18
2026-06-30,learned_order_extension,20260911,state,nonnegative_low,0.0
2026-06-30,learned_order_extension,20260911,state,nonnegative_high,1.3877787807814457e-17
2026-06-30,learned_order_extension,20260911,global,all,0.0
2026-06-30,learned_order_extension,20260912,state,negative_low,1.5612511283791264e-17
2026-06-30,learned_order_extension,20260912,state,nonnegative_low,1.3877787807814457e-17
2026-06-30,learned_order_extension,20260912,state,nonnegative_high,0.0
2026-06-30,learned_order_extension,20260912,global,all,2.7755575615628914e-17
2026-06-30,learned_order_offset,20260910,state,negative_low,1.6479873021779667e-17
2026-06-30,learned_order_offset,20260910,state,nonnegative_low,2.7755575615628914e-17
2026-06-30,learned_order_offset,20260910,state,nonnegative_high,1.3877787807814457e-17
2026-06-30,learned_order_offset,20260910,global,all,5.551115123125783e-17
2026-06-30,learned_order_offset,20260911,state,negative_low,3.0357660829594124e-18
2026-06-30,learned_order_offset,20260911,state,nonnegative_low,5.551115123125783e-17
2026-06-30,learned_order_offset,20260911,state,nonnegative_high,4.163336342344337e-17
2026-06-30,learned_order_offset,20260911,global,all,2.7755575615628914e-17
2026-06-30,learned_order_offset,20260912,state,negative_low,5.204170427930421e-18
2026-06-30,learned_order_offset,20260912,state,nonnegative_low,0.0
2026-06-30,learned_order_offset,20260912,state,nonnegative_high,2.7755575615628914e-17
2026-06-30,learned_order_offset,20260912,global,all,0.0
