period,history,reference_history,method,relation,n,changed_vs_quarter,monthly_active_weeks,quarterly_active_weeks,monthly_correct,quarterly_correct,recoveries,regressions,brier_difference
year_2023,monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,quarterly_only,7,7,0,7,2,4,0,2,0.012753762293418998
year_2023,monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,neither,21,0,0,0,8,8,0,0,0.0
year_2023,monthly_state_ungated,weekly_state_ungated,learned_order_extension,all,48,20,20,27,21,23,0,2,0.0024470320220923224
year_2023,monthly_state_ungated,weekly_state_ungated,learned_order_extension,both_active,20,13,20,20,11,11,0,0,0.0012480551009393577
year_2023,monthly_state_ungated,weekly_state_ungated,learned_order_extension,monthly_only,0,0,0,0,0,0,0,0,
year_2023,monthly_state_ungated,weekly_state_ungated,learned_order_extension,quarterly_only,7,7,0,7,2,4,0,2,0.013213776434520616
year_2023,monthly_state_ungated,weekly_state_ungated,learned_order_extension,neither,21,0,0,0,8,8,0,0,0.0
year_2023,monthly_state_ungated,weekly_state_ungated,learned_order_offset,all,48,20,20,27,21,23,0,2,0.0024493201724120183
year_2023,monthly_state_ungated,weekly_state_ungated,learned_order_offset,both_active,20,13,20,20,11,11,0,0,0.0012439913705349775
year_2023,monthly_state_ungated,weekly_state_ungated,learned_order_offset,monthly_only,0,0,0,0,0,0,0,0,
year_2023,monthly_state_ungated,weekly_state_ungated,learned_order_offset,quarterly_only,7,7,0,7,2,4,0,2,0.013241077266439619
year_2023,monthly_state_ungated,weekly_state_ungated,learned_order_offset,neither,21,0,0,0,8,8,0,0,0.0
year_2024,monthly_state_validated,weekly_state_validated,learned_market,all,47,4,2,4,34,34,0,0,0.002325730905973677
year_2024,monthly_state_validated,weekly_state_validated,learned_market,both_active,1,0,1,1,1,1,0,0,0.0
year_2024,monthly_state_validated,weekly_state_validated,learned_market,monthly_only,1,1,1,0,1,1,0,0,0.0043514440999646575
year_2024,monthly_state_validated,weekly_state_validated,learned_market,quarterly_only,3,3,0,3,2,2,0,0,0.03498596949359939
year_2024,monthly_state_validated,weekly_state_validated,learned_market,neither,42,0,0,0,30,30,0,0,0.0
year_2024,monthly_state_validated,weekly_state_validated,learned_vol_interaction,all,47,12,10,4,34,35,1,2,0.0027475473070776037
year_2024,monthly_state_validated,weekly_state_validated,learned_vol_interaction,both_active,1,0,1,1,1,1,0,0,0.0
year_2024,monthly_state_validated,weekly_state_validated,learned_vol_interaction,monthly_only,9,9,9,0,6,6,1,1,0.0023292050958933974
year_2024,monthly_state_validated,weekly_state_validated,learned_vol_interaction,quarterly_only,3,3,0,3,1,2,0,1,0.03605729252320227
year_2024,monthly_state_validated,weekly_state_validated,learned_vol_interaction,neither,34,0,0,0,26,26,0,0,0.0
year_2024,monthly_state_validated,weekly_state_validated,learned_order_extension,all,47,12,9,3,32,34,1,3,0.002226602509789015
year_2024,monthly_state_validated,weekly_state_validated,learned_order_extension,both_active,0,0,0,0,0,0,0,0,
year_2024,monthly_state_validated,weekly_state_validated,learned_order_extension,monthly_only,9,9,9,0,5,6,1,2,-0.0006980197699597305
year_2024,monthly_state_validated,weekly_state_validated,learned_order_extension,quarterly_only,3,3,0,3,1,2,0,1,0.036977498629907096
year_2024,monthly_state_validated,weekly_state_validated,learned_order_extension,neither,35,0,0,0,26,26,0,0,0.0
year_2024,monthly_state_validated,weekly_state_validated,learned_order_offset,all,47,12,9,3,31,33,1,3,0.0022075829262935397
year_2024,monthly_state_validated,weekly_state_validated,learned_order_offset,both_active,0,0,0,0,0,0,0,0,
year_2024,monthly_state_validated,weekly_state_validated,learned_order_offset,monthly_only,9,9,9,0,5,6,1,2,-0.0008552275952053481
year_2024,monthly_state_validated,weekly_state_validated,learned_order_offset,quarterly_only,3,3,0,3,1,2,0,1,0.0371511486308815
year_2024,monthly_state_validated,weekly_state_validated,learned_order_offset,neither,35,0,0,0,25,25,0,0,0.0
year_2024,monthly_state_ungated,weekly_state_ungated,learned_market,all,47,6,25,25,34,33,1,0,-0.0004126229771358352
year_2024,monthly_state_ungated,weekly_state_ungated,learned_market,both_active,25,6,25,25,16,15,1,0,-0.0007757311970153702
year_2024,monthly_state_ungated,weekly_state_ungated,learned_market,monthly_only,0,0,0,0,0,0,0,0,
year_2024,monthly_state_ungated,weekly_state_ungated,learned_market,quarterly_only,0,0,0,0,0,0,0,0,
year_2024,monthly_state_ungated,weekly_state_ungated,learned_market,neither,22,0,0,0,18,18,0,0,0.0
year_2024,monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,all,47,6,25,25,35,35,0,0,-0.0004317455962234122
year_2024,monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,both_active,25,6,25,25,16,16,0,0,-0.0008116817209000149
year_2024,monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,monthly_only,0,0,0,0,0,0,0,0,
year_2024,monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,quarterly_only,0,0,0,0,0,0,0,0,
year_2024,monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,neither,22,0,0,0,19,19,0,0,0.0
year_2024,monthly_state_ungated,weekly_state_ungated,learned_order_extension,all,47,6,25,25,32,33,0,1,-0.00047542558529940976
year_2024,monthly_state_ungated,weekly_state_ungated,learned_order_extension,both_active,25,6,25,25,13,14,0,1,-0.0008938001003628903
year_2024,monthly_state_ungated,weekly_state_ungated,learned_order_extension,monthly_only,0,0,0,0,0,0,0,0,
year_2024,monthly_state_ungated,weekly_state_ungated,learned_order_extension,quarterly_only,0,0,0,0,0,0,0,0,
year_2024,monthly_state_ungated,weekly_state_ungated,learned_order_extension,neither,22,0,0,0,19,19,0,0,0.0
year_2024,monthly_state_ungated,weekly_state_ungated,learned_order_offset,all,47,6,25,25,31,32,0,1,-0.00048046441863968634
year_2024,monthly_state_ungated,weekly_state_ungated,learned_order_offset,both_active,25,6,25,25,13,14,0,1,-0.0009032731070426104
year_2024,monthly_state_ungated,weekly_state_ungated,learned_order_offset,monthly_only,0,0,0,0,0,0,0,0,
year_2024,monthly_state_ungated,weekly_state_ungated,learned_order_offset,quarterly_only,0,0,0,0,0,0,0,0,
year_2024,monthly_state_ungated,weekly_state_ungated,learned_order_offset,neither,22,0,0,0,18,18,0,0,0.0
year_2025,monthly_state_validated,weekly_state_validated,learned_market,all,48,6,6,0,21,21,0,0,0.0005645512217562756
year_2025,monthly_state_validated,weekly_state_validated,learned_market,both_active,0,0,0,0,0,0,0,0,
year_2025,monthly_state_validated,weekly_state_validated,learned_market,monthly_only,6,6,6,0,2,2,0,0,0.004516409774050205
year_2025,monthly_state_validated,weekly_state_validated,learned_market,quarterly_only,0,0,0,0,0,0,0,0,
year_2025,monthly_state_validated,weekly_state_validated,learned_market,neither,42,0,0,0,19,19,0,0,0.0
year_2025,monthly_state_validated,weekly_state_validated,learned_vol_interaction,all,48,6,6,0,22,22,0,0,0.0005887101871981942
year_2025,monthly_state_validated,weekly_state_validated,learned_vol_interaction,both_active,0,0,0,0,0,0,0,0,
year_2025,monthly_state_validated,weekly_state_validated,learned_vol_interaction,monthly_only,6,6,6,0,2,2,0,0,0.004709681497585554
year_2025,monthly_state_validated,weekly_state_validated,learned_vol_interaction,quarterly_only,0,0,0,0,0,0,0,0,
year_2025,monthly_state_validated,weekly_state_validated,learned_vol_interaction,neither,42,0,0,0,20,20,0,0,0.0
year_2025,monthly_state_validated,weekly_state_validated,learned_order_extension,all,48,9,9,0,23,23,0,0,0.0004776713671099618
year_2025,monthly_state_validated,weekly_state_validated,learned_order_extension,both_active,0,0,0,0,0,0,0,0,
year_2025,monthly_state_validated,weekly_state_validated,learned_order_extension,monthly_only,9,9,9,0,4,4,0,0,0.0025475806245864627
year_2025,monthly_state_validated,weekly_state_validated,learned_order_extension,quarterly_only,0,0,0,0,0,0,0,0,
year_2025,monthly_state_validated,weekly_state_validated,learned_order_extension,neither,39,0,0,0,19,19,0,0,0.0
year_2025,monthly_state_validated,weekly_state_validated,learned_order_offset,all,48,9,9,0,23,23,0,0,0.00047726558344540846
year_2025,monthly_state_validated,weekly_state_validated,learned_order_offset,both_active,0,0,0,0,0,0,0,0,
year_2025,monthly_state_validated,weekly_state_validated,learned_order_offset,monthly_only,9,9,9,0,4,4,0,0,0.0025454164450421785
year_2025,monthly_state_validated,weekly_state_validated,learned_order_offset,quarterly_only,0,0,0,0,0,0,0,0,
year_2025,monthly_state_validated,weekly_state_validated,learned_order_offset,neither,39,0,0,0,19,19,0,0,0.0
year_2025,monthly_state_ungated,weekly_state_ungated,learned_market,all,48,21,31,27,22,21,1,0,-0.0009637828207201474
year_2025,monthly_state_ungated,weekly_state_ungated,learned_market,both_active,27,17,27,27,10,10,0,0,-0.00041609464584811223
year_2025,monthly_state_ungated,weekly_state_ungated,learned_market,monthly_only,4,4,4,0,3,2,1,0,-0.00875675498916701
year_2025,monthly_state_ungated,weekly_state_ungated,learned_market,quarterly_only,0,0,0,0,0,0,0,0,
year_2025,monthly_state_ungated,weekly_state_ungated,learned_market,neither,17,0,0,0,9,9,0,0,0.0
year_2025,monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,all,48,21,31,27,23,22,1,0,-0.0009190134299659314
year_2025,monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,both_active,27,17,27,27,11,11,0,0,-0.0004068306268865676
year_2025,monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,monthly_only,4,4,4,0,3,2,1,0,-0.008282054428106846
year_2025,monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,quarterly_only,0,0,0,0,0,0,0,0,
year_2025,monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,neither,17,0,0,0,9,9,0,0,0.0
year_2025,monthly_state_ungated,weekly_state_ungated,learned_order_extension,all,48,21,31,27,23,22,1,0,-0.0008296110615101053
year_2025,monthly_state_ungated,weekly_state_ungated,learned_order_extension,both_active,27,17,27,27,12,11,1,0,-0.0003345996348417306
year_2025,monthly_state_ungated,weekly_state_ungated,learned_order_extension,monthly_only,4,4,4,0,3,3,0,0,-0.007696785202939583
year_2025,monthly_state_ungated,weekly_state_ungated,learned_order_extension,quarterly_only,0,0,0,0,0,0,0,0,
year_2025,monthly_state_ungated,weekly_state_ungated,learned_order_extension,neither,17,0,0,0,8,8,0,0,0.0
year_2025,monthly_state_ungated,weekly_state_ungated,learned_order_offset,all,48,21,31,27,23,22,1,0,-0.00083599372655205
year_2025,monthly_state_ungated,weekly_state_ungated,learned_order_offset,both_active,27,17,27,27,12,11,1,0,-0.00033426367061163107
year_2025,monthly_state_ungated,weekly_state_ungated,learned_order_offset,monthly_only,4,4,4,0,3,3,0,0,-0.0077756449419960905
year_2025,monthly_state_ungated,weekly_state_ungated,learned_order_offset,quarterly_only,0,0,0,0,0,0,0,0,
year_2025,monthly_state_ungated,weekly_state_ungated,learned_order_offset,neither,17,0,0,0,8,8,0,0,0.0
year_2026,monthly_state_validated,weekly_state_validated,learned_market,all,30,0,2,2,13,13,0,0,0.0
year_2026,monthly_state_validated,weekly_state_validated,learned_market,both_active,2,0,2,2,0,0,0,0,0.0
year_2026,monthly_state_validated,weekly_state_validated,learned_market,monthly_only,0,0,0,0,0,0,0,0,
year_2026,monthly_state_validated,weekly_state_validated,learned_market,quarterly_only,0,0,0,0,0,0,0,0,
year_2026,monthly_state_validated,weekly_state_validated,learned_market,neither,28,0,0,0,13,13,0,0,0.0
year_2026,monthly_state_validated,weekly_state_validated,learned_vol_interaction,all,30,0,2,2,12,12,0,0,0.0
year_2026,monthly_state_validated,weekly_state_validated,learned_vol_interaction,both_active,2,0,2,2,0,0,0,0,0.0
year_2026,monthly_state_validated,weekly_state_validated,learned_vol_interaction,monthly_only,0,0,0,0,0,0,0,0,
year_2026,monthly_state_validated,weekly_state_validated,learned_vol_interaction,quarterly_only,0,0,0,0,0,0,0,0,
year_2026,monthly_state_validated,weekly_state_validated,learned_vol_interaction,neither,28,0,0,0,12,12,0,0,0.0
year_2026,monthly_state_validated,weekly_state_validated,learned_order_extension,all,30,0,0,0,16,16,0,0,0.0
year_2026,monthly_state_validated,weekly_state_validated,learned_order_extension,both_active,0,0,0,0,0,0,0,0,
year_2026,monthly_state_validated,weekly_state_validated,learned_order_extension,monthly_only,0,0,0,0,0,0,0,0,
year_2026,monthly_state_validated,weekly_state_validated,learned_order_extension,quarterly_only,0,0,0,0,0,0,0,0,
year_2026,monthly_state_validated,weekly_state_validated,learned_order_extension,neither,30,0,0,0,16,16,0,0,0.0
year_2026,monthly_state_validated,weekly_state_validated,learned_order_offset,all,30,0,0,0,16,16,0,0,0.0
year_2026,monthly_state_validated,weekly_state_validated,learned_order_offset,both_active,0,0,0,0,0,0,0,0,
year_2026,monthly_state_validated,weekly_state_validated,learned_order_offset,monthly_only,0,0,0,0,0,0,0,0,
year_2026,monthly_state_validated,weekly_state_validated,learned_order_offset,quarterly_only,0,0,0,0,0,0,0,0,
year_2026,monthly_state_validated,weekly_state_validated,learned_order_offset,neither,30,0,0,0,16,16,0,0,0.0
year_2026,monthly_state_ungated,weekly_state_ungated,learned_market,all,30,7,10,10,14,14,0,0,-0.0015544584326072017
year_2026,monthly_state_ungated,weekly_state_ungated,learned_market,both_active,10,7,10,10,4,4,0,0,-0.004663375297821605
year_2026,monthly_state_ungated,weekly_state_ungated,learned_market,monthly_only,0,0,0,0,0,0,0,0,
year_2026,monthly_state_ungated,weekly_state_ungated,learned_market,quarterly_only,0,0,0,0,0,0,0,0,
year_2026,monthly_state_ungated,weekly_state_ungated,learned_market,neither,20,0,0,0,10,10,0,0,0.0
year_2026,monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,all,30,7,10,10,13,13,0,0,-0.0015376217114292823
year_2026,monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,both_active,10,7,10,10,4,4,0,0,-0.004612865134287847
year_2026,monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,monthly_only,0,0,0,0,0,0,0,0,
year_2026,monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,quarterly_only,0,0,0,0,0,0,0,0,
year_2026,monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,neither,20,0,0,0,9,9,0,0,0.0
year_2026,monthly_state_ungated,weekly_state_ungated,learned_order_extension,all,30,7,10,10,14,13,1,0,-0.0014817703368010045
year_2026,monthly_state_ungated,weekly_state_ungated,learned_order_extension,both_active,10,7,10,10,4,3,1,0,-0.004445311010403014
year_2026,monthly_state_ungated,weekly_state_ungated,learned_order_extension,monthly_only,0,0,0,0,0,0,0,0,
year_2026,monthly_state_ungated,weekly_state_ungated,learned_order_extension,quarterly_only,0,0,0,0,0,0,0,0,
year_2026,monthly_state_ungated,weekly_state_ungated,learned_order_extension,neither,20,0,0,0,10,10,0,0,0.0
year_2026,monthly_state_ungated,weekly_state_ungated,learned_order_offset,all,30,7,10,10,14,13,1,0,-0.0014818313012382178
year_2026,monthly_state_ungated,weekly_state_ungated,learned_order_offset,both_active,10,7,10,10,4,3,1,0,-0.0044454939037146535
year_2026,monthly_state_ungated,weekly_state_ungated,learned_order_offset,monthly_only,0,0,0,0,0,0,0,0,
year_2026,monthly_state_ungated,weekly_state_ungated,learned_order_offset,quarterly_only,0,0,0,0,0,0,0,0,
year_2026,monthly_state_ungated,weekly_state_ungated,learned_order_offset,neither,20,0,0,0,10,10,0,0,0.0
