method,seed,row_index,date,p_annual,p_add,p_remove,p_both,add_without_remove,add_after_remove,remove_without_add,remove_after_add,nonadditive,add_effect,remove_effect,total_delta
learned_market,20260910,2718,2022-04-08,0.7081466712193373,0.6354428807104144,0.7343131679103062,0.6627345351011767,-0.07270379050892284,-0.07157863280912946,0.026166496690968932,0.02729165439076231,0.0011251576997933777,-0.07214121165902615,0.02672907554086562,-0.04541213611816053
learned_market,20260910,2723,2022-04-15,0.6903510287050534,0.6048445367671245,0.707101941409229,0.6214407290379667,-0.08550649193792892,-0.08566121237126234,0.016750912704175613,0.01659619227084219,-0.00015472043333342178,-0.08558385215459563,0.016673552487508903,-0.06891029966708673
learned_market,20260910,2728,2022-04-22,0.6523274039170177,0.6127240134393259,0.6648639745646521,0.6246883969115113,-0.03960339047769179,-0.040175577653140726,0.01253657064763436,0.011964383472185425,-0.0005721871754489349,-0.03988948406541626,0.012250477059909892,-0.027639007005506366
learned_market,20260910,2733,2022-04-29,0.6356812320546283,0.5811741554193072,0.6480208755112251,0.5933611604012675,-0.05450707663532117,-0.054659715109957596,0.012339643456596772,0.012187004981960348,-0.000152638474636424,-0.054583395872639384,0.01226332421927856,-0.042320071653360825
learned_market,20260910,2735,2022-05-06,0.655223736292306,0.5929598785744352,0.6630817668925229,0.60039431153085,-0.062263857717870796,-0.06268745536167286,0.007858030600216837,0.0074344329564147715,-0.000423597643802065,-0.06247565653977183,0.007646231778315804,-0.054829424761456025
learned_market,20260910,2740,2022-05-13,0.6496742007126685,0.585551781645993,0.6409147471696593,0.5764049369721156,-0.06412241906667548,-0.06450981019754376,-0.00875945354300911,-0.009146844673877386,-0.00038739113086827537,-0.06431611463210962,-0.008953149108443248,-0.07326926374055287
learned_market,20260910,2745,2022-05-20,0.5903492522212237,0.5419737521499752,0.5746668963333884,0.5268091953362192,-0.04837550007124847,-0.04785770099716924,-0.015682355887835286,-0.015164556813756058,0.0005177990740792282,-0.04811660053420885,-0.015423456350795672,-0.06354005688500453
learned_market,20260910,2750,2022-05-27,0.5153438231225524,0.4586842919501269,0.5417152674333129,0.4824908296971501,-0.05665953117242556,-0.05922443773616276,0.02637144431076044,0.023806537747023238,-0.0025649065637372015,-0.05794198445429416,0.02508899102889184,-0.03285299342540232
learned_market,20260910,2759,2022-06-10,0.5373450933252282,0.515299586901122,0.5382376900496263,0.5134648154860347,-0.022045506424106187,-0.024772874563591563,0.0008925967243981203,-0.0018347714150872552,-0.0027273681394853755,-0.023409190493848875,-0.0004710873453445674,-0.023880277839193442
learned_market,20260910,2764,2022-06-17,0.48085394757640604,0.45245716326575824,0.49656022543407935,0.46521383605778704,-0.028396784310647794,-0.031346389376292305,0.015706277857673312,0.0127566727920288,-0.0029496050656445116,-0.02987158684347005,0.014231475324851056,-0.015640111518618993
